,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
103,102,"Tue, Nov 15, 2005",Box Score,New Orleans/Oklahoma City Hornets,102,Miami Heat,109,OT,,2005-11-15 00:00:00,109,102,11/15/2005,Miami,New orleans,9,9.21,6.87,9.17,4.7,8.5,2.52,16.8,.,13.14,13.33,8.67,9.5,.,.,.,.
104,103,"Tue, Nov 15, 2005",Box Score,Houston Rockets,94,Minnesota Timberwolves,89,,,2005-11-15 00:00:00,89,94,11/15/2005,Minnesota,Houston,2.5,6.28,6.1,6.24,6.01,3,2.74,3.6,.,8.54,8.31,11.67,7.5,3.9,.,.,.
105,104,"Tue, Nov 15, 2005",Box Score,Seattle SuperSonics,99,New Jersey Nets,109,,,2005-11-15 00:00:00,109,99,11/15/2005,New Jersey,Seattle,7.5,10.56,6.51,4.68,11.4,7,2.91,7.7,.,14.11,14.79,23,11,9.7,.,.,.
106,105,"Tue, Nov 15, 2005",Box Score,Charlotte Bobcats,77,Orlando Magic,85,,,2005-11-15 00:00:00,85,77,11/15/2005,Orlando,Charlotte,4,2.78,3.36,2.99,3.72,3,1.62,6.7,.,0.54,0.05,2.33,1,3.3,.,.,.
107,106,"Tue, Nov 15, 2005",Box Score,Toronto Raptors,92,Philadelphia 76ers,104,,,2005-11-15 00:00:00,104,92,11/15/2005,Philadelphia,Toronto,9.5,14.45,17.28,19.44,16.26,9.5,3.34,10.2,.,19.68,19.82,22.5,13,11.2,.,.,.
108,107,"Tue, Nov 15, 2005",Box Score,Utah Jazz,83,Sacramento Kings,119,,,2005-11-15 00:00:00,119,83,11/15/2005,Sacramento,Utah,9.5,1.31,-2.15,-1.47,-2.87,7.5,0.58,6.6,.,1.04,0.27,2.17,1,3.4,.,.,.
109,108,"Tue, Nov 15, 2005",Box Score,Atlanta Hawks,79,San Antonio Spurs,103,,,2005-11-15 00:00:00,103,79,11/15/2005,San Antonio,Atlanta,16,17.34,19.57,20.65,19.5,15.5,4.08,20.5,.,23.83,24.62,16.17,15.5,18.5,.,.,.
110,109,"Wed, Nov 16, 2005",Box Score,Seattle SuperSonics,113,Boston Celtics,100,,,2005-11-16 00:00:00,100,113,11/16/2005,Boston,Seattle,6,13.59,10.8,8.07,15.86,5.5,3.53,5.4,.,19.89,19.62,28.34,17,10.6,.,.,.
111,110,"Wed, Nov 16, 2005",Box Score,Indiana Pacers,90,Charlotte Bobcats,122,,,2005-11-16 00:00:00,122,90,11/16/2005,Charlotte,Indiana,-9,-3.45,-2.59,-4.77,-0.76,.,0.3,-6.6,.,-0.44,-0.12,-5.16,-5,-5.2,.,.,.
112,111,"Wed, Nov 16, 2005",Box Score,Milwaukee Bucks,90,Golden State Warriors,87,,,2005-11-16 00:00:00,87,90,11/16/2005,Golden State,Milwaukee,6,2.76,2.51,-1.07,5.14,5.5,2.37,8.6,.,9.65,7.45,-6.33,-2.5,6.2,.,.,.
113,112,"Wed, Nov 16, 2005",Box Score,New York Knicks,92,Los Angeles Lakers,97,,,2005-11-16 00:00:00,97,92,11/16/2005,LA Lakers,New York,6,6.31,4.82,4.83,4.83,5.5,1.89,6.9,.,5.92,6.02,13.5,8,4.6,.,.,.
114,113,"Wed, Nov 16, 2005",Box Score,Denver Nuggets,91,New Orleans/Oklahoma City Hornets,81,,,2005-11-16 00:00:00,81,91,11/16/2005,New orleans,Denver,-4,1.42,4.05,6.77,1.63,.,1.7,-4.1,.,-2.98,-2.59,6.5,4,-2.2,.,.,.
115,114,"Wed, Nov 16, 2005",Box Score,Memphis Grizzlies,115,Phoenix Suns,103,,,2005-11-16 00:00:00,103,115,11/16/2005,Phoenix,Memphis,5,6.1,2.52,2.29,2.69,6,2.22,9.4,.,11.1,11.07,8.67,6,6.4,.,.,.
116,115,"Wed, Nov 16, 2005",Box Score,Chicago Bulls,93,Portland Trail Blazers,96,,,2005-11-16 00:00:00,96,93,11/16/2005,Portland,Chicago,-2.5,-0.82,1.32,-0.55,3.12,.,2,-1.7,.,3.05,-0.35,-2.66,-8.5,-1.3,.,.,.
117,116,"Wed, Nov 16, 2005",Box Score,Philadelphia 76ers,121,Toronto Raptors,115,,,2005-11-16 00:00:00,115,121,11/16/2005,Toronto,Philadelphia,-4.5,-6.94,-8.81,-11.95,-6.0,.,-0.25,-0.2,.,-8.78,-8.77,-16.5,-7,-4.8,.,.,.
118,117,"Thu, Nov 17, 2005",Box Score,Atlanta Hawks,78,Dallas Mavericks,87,,,2005-11-17 00:00:00,87,78,11/17/2005,Dallas,Atlanta,14.5,14.62,16.82,18.47,16.05,14,4.12,17.0,12.96,17.45,17.63,13.84,15,16.7,.,.,.
119,118,"Thu, Nov 17, 2005",Box Score,Washington Wizards,98,Minnesota Timberwolves,109,,,2005-11-17 00:00:00,109,98,11/17/2005,Minnesota,Washington,4,0.16,-1.8,-1.77,-1.82,4.5,1.08,6.3,-1.22,-2.27,-2.05,-2.33,0.5,3,.,.,.
120,119,"Thu, Nov 17, 2005",Box Score,Houston Rockets,80,San Antonio Spurs,86,,,2005-11-17 00:00:00,86,80,11/17/2005,San Antonio,Houston,8,11.3,12.39,12.27,13.01,8.5,3.58,9.1,12,17.49,17.93,13.67,12.5,8.1,.,.,.
121,120,"Fri, Nov 18, 2005",Box Score,Toronto Raptors,93,Boston Celtics,100,,,2005-11-18 00:00:00,100,93,11/18/2005,Boston,Toronto,9.5,14.05,15.29,14.21,16.36,9.5,3.61,9.9,13.3,17.12,17.16,15.33,25,11.6,.,.,.
122,121,"Fri, Nov 18, 2005",Box Score,Orlando Magic,84,Cleveland Cavaliers,102,,,2005-11-18 00:00:00,102,84,11/18/2005,Cleveland,Orlando,11,12.66,11.18,9.89,13.99,11.5,4.14,13.2,11.1,15.25,15.28,18.83,14.5,13,.,.,.
123,122,"Fri, Nov 18, 2005",Box Score,New York Knicks,86,Denver Nuggets,95,,,2005-11-18 00:00:00,95,86,11/18/2005,Denver,New York,7.5,7.79,7.64,6.93,8.99,7.5,2.6,10.6,5.2,10.26,10.22,9.17,9.5,6.9,.,.,.
124,123,"Fri, Nov 18, 2005",Box Score,Detroit Pistons,78,Houston Rockets,70,,,2005-11-18 00:00:00,70,78,11/18/2005,Houston,Detroit,-4,-7.03,-6.74,-8.55,-5.18,-3.5,-0.67,1.0,-6.7,-7.84,-8.79,-17,-16,-2.3,.,.,.
125,124,"Fri, Nov 18, 2005",Box Score,Charlotte Bobcats,85,Indiana Pacers,93,,,2005-11-18 00:00:00,93,85,11/18/2005,Indiana,Charlotte,14,6.64,8.19,9.16,7.29,13,2.35,14.6,6,3.35,3.38,-4.66,9,12.7,.,.,.
126,125,"Fri, Nov 18, 2005",Box Score,Los Angeles Clippers,97,Los Angeles Lakers,91,,,2005-11-18 00:00:00,91,97,11/18/2005,LA Lakers,LA Clippers,-2.5,0.11,-0.95,-2.25,0.0,0,0.63,5.0,-1,1.93,1.88,-1.5,1.5,-3.3,.,.,.
127,126,"Fri, Nov 18, 2005",Box Score,Philadelphia 76ers,96,Miami Heat,106,,,2005-11-18 00:00:00,106,96,11/18/2005,Miami,Philadelphia,4,6.99,5.84,2.96,8.47,4.5,2.46,12.9,5.7,6.68,6.56,7.34,9,7.4,.,.,.
128,127,"Fri, Nov 18, 2005",Box Score,Atlanta Hawks,92,New Orleans/Oklahoma City Hornets,95,,,2005-11-18 00:00:00,95,92,11/18/2005,New orleans,Atlanta,5.5,7.69,9.05,9.84,9.04,5,3.28,7.2,6.3,7.08,7.14,7.5,9.5,9.5,.,.,.
129,128,"Fri, Nov 18, 2005",Box Score,Utah Jazz,94,Phoenix Suns,102,,,2005-11-18 00:00:00,102,94,11/18/2005,Phoenix,Utah,11.5,8.16,6.04,5.78,6.29,10,2.69,10.6,6.4,11.95,12.15,13,6,10.7,.,.,.
130,129,"Fri, Nov 18, 2005",Box Score,Golden State Warriors,91,Portland Trail Blazers,80,,,2005-11-18 00:00:00,80,91,11/18/2005,Portland,Golden State,-3.5,-0.77,0.95,2.56,-0.84,-4,1.14,-0.9,0.4,-1.2,-0.11,-1,-5,-2.1,.,.,.
131,130,"Fri, Nov 18, 2005",Box Score,Milwaukee Bucks,82,Sacramento Kings,103,,,2005-11-18 00:00:00,103,82,11/18/2005,Sacramento,Milwaukee,4.5,1.28,-3.22,-5.77,-1.46,4.5,0.84,8.4,-1.9,8.88,8.97,3.33,-5.5,4.7,.,.,.
132,131,"Fri, Nov 18, 2005",Box Score,Chicago Bulls,84,Seattle SuperSonics,98,,,2005-11-18 00:00:00,98,84,11/18/2005,Seattle,Chicago,3,-0.45,2.87,4.98,-1.19,3,1.08,3.4,2.5,0.97,1.08,-5,-13.5,2.7,.,.,.
133,132,"Sat, Nov 19, 2005",Box Score,Detroit Pistons,82,Dallas Mavericks,119,,,2005-11-19 00:00:00,119,82,11/19/2005,Dallas,Detroit,2,-2.34,-2.77,-1.96,-3.47,1,0.22,0.7,-2.7,-3.64,-4.51,-5.33,-4,-0.9,.,.,.
134,133,"Sat, Nov 19, 2005",Box Score,Charlotte Bobcats,89,Minnesota Timberwolves,102,,,2005-11-19 00:00:00,102,89,11/19/2005,Minnesota,Charlotte,10.5,4.73,6.92,6.45,7.43,10.5,2.88,11.1,6.3,7.73,7.68,-7.66,0.01,8.3,.,.,.
135,134,"Sat, Nov 19, 2005",Box Score,Washington Wizards,83,New Jersey Nets,89,,,2005-11-19 00:00:00,89,83,11/19/2005,New Jersey,Washington,4,-1.01,-1.12,-0.16,-2.38,4.5,1.06,5.7,-3.6,-7.49,-7.37,-6,0.5,3.3,.,.,.
136,135,"Sat, Nov 19, 2005",Box Score,New Orleans/Oklahoma City Hornets,98,Orlando Magic,95,,,2005-11-19 00:00:00,95,98,11/19/2005,Orlando,New orleans,7,5.56,6.13,5.75,6.57,7.5,1.47,6.5,4.2,7.69,7.72,7.67,5,5.2,.,.,.
137,136,"Sat, Nov 19, 2005",Box Score,Cleveland Cavaliers,123,Philadelphia 76ers,120,,,2005-11-19 00:00:00,120,123,11/19/2005,Philadelphia,Cleveland,-1.5,-4.87,-2.31,1.12,-6.64,1,-0.56,-1.1,-5.6,-5.63,-5.49,-14.5,-9,-1.9,.,.,.
138,137,"Sat, Nov 19, 2005",Box Score,Phoenix Suns,91,San Antonio Spurs,97,,,2005-11-19 00:00:00,97,91,11/19/2005,San Antonio,Phoenix,9.5,8.29,10.43,9.69,11.91,9.5,2.92,9.2,8.1,10.03,10,9,6,7.8,.,.,.
139,138,"Sat, Nov 19, 2005",Box Score,Memphis Grizzlies,80,Utah Jazz,72,,,2005-11-19 00:00:00,72,80,11/19/2005,Utah,Memphis,-7,-2.34,-2.83,-2.29,-3.44,-5,0.45,1.9,-3,-2.71,-2.75,-11.33,1,-1.6,.,.,.
140,139,"Sun, Nov 20, 2005",Box Score,Memphis Grizzlies,83,Denver Nuggets,99,,,2005-11-20 00:00:00,99,83,11/20/2005,Denver,Memphis,5.5,2.76,1.2,-0.28,2.88,6,1.36,7.1,0.7,5.8,5.64,-0.5,3,4.8,.,.,.
141,140,"Sun, Nov 20, 2005",Box Score,Houston Rockets,74,Indiana Pacers,85,,,2005-11-20 00:00:00,85,74,11/20/2005,Indiana,Houston,8,7.34,6.67,8.81,4.67,7.5,2.95,6.3,6,5.66,5.59,7.34,16,8.3,.,.,.
142,141,"Sun, Nov 20, 2005",Box Score,Golden State Warriors,101,Los Angeles Clippers,113,,,2005-11-20 00:00:00,113,101,11/20/2005,LA Clippers,Golden State,4.5,6.21,8.48,9.86,7.16,5,2.1,5.3,7.1,9.88,11.4,8.66,1.5,4.3,.,.,.
143,142,"Sun, Nov 20, 2005",Box Score,Chicago Bulls,96,Los Angeles Lakers,93,,,2005-11-20 00:00:00,93,96,11/20/2005,LA Lakers,Chicago,5,5.93,6.32,6.12,6.52,5,2.37,4.5,6.6,12.23,12.19,9.16,1,4.9,.,.,.
144,143,"Sun, Nov 20, 2005",Box Score,Portland Trail Blazers,92,New York Knicks,103,,,2005-11-20 00:00:00,103,92,11/20/2005,New York,Portland,6.5,6.34,6.33,3.4,8.81,6,1.45,9.4,5.7,11.78,11.96,4.66,5.5,6.4,.,.,.
145,144,"Sun, Nov 20, 2005",Box Score,Sacramento Kings,104,Seattle SuperSonics,106,,,2005-11-20 00:00:00,106,104,11/20/2005,Seattle,Sacramento,3,-1.64,3.0,5.49,-1.23,2.5,1.2,2.8,2.4,-5.11,-4.99,-13.33,-9,2,.,.,.
146,145,"Sun, Nov 20, 2005",Box Score,Miami Heat,94,Toronto Raptors,107,,,2005-11-20 00:00:00,107,94,11/20/2005,Toronto,Miami,-6,-9.46,-9.35,-10.76,-8.11,-6,-1.56,-8.3,-9.8,-9.35,-9.19,-14,-15.5,-7.8,.,.,.
147,146,"Mon, Nov 21, 2005",Box Score,New Jersey Nets,97,Golden State Warriors,100,,,2005-11-21 00:00:00,100,97,11/21/2005,Golden State,New Jersey,2,5.58,6.59,4.86,8.48,2.5,2.27,4.3,6.5,10.68,9.26,5.34,4.5,3.3,.,.,.
148,147,"Mon, Nov 21, 2005",Box Score,New Orleans/Oklahoma City Hornets,91,Philadelphia 76ers,103,,,2005-11-21 00:00:00,103,91,11/21/2005,Philadelphia,New orleans,10,5.69,4.88,7.27,2.29,10.5,2.12,8.3,4.5,8.01,8.17,6,4.5,8.2,.,.,.
149,148,"Mon, Nov 21, 2005",Box Score,San Antonio Spurs,96,Sacramento Kings,93,,,2005-11-21 00:00:00,93,96,11/21/2005,Sacramento,San Antonio,-6,-3.14,-5.33,-3.79,-7.58,-5,-0.22,-1.3,-3.8,-0.42,-0.44,-2.67,-7.5,-1,.,.,.
150,149,"Mon, Nov 21, 2005",Box Score,Milwaukee Bucks,80,Utah Jazz,100,,,2005-11-21 00:00:00,100,80,11/21/2005,Utah,Milwaukee,-4.5,0.63,0.67,-2.35,3.19,-5,1.16,5.3,0.8,4.95,4.99,-7,-1,.,.,.,.
151,150,"Tue, Nov 22, 2005",Box Score,Boston Celtics,93,Cleveland Cavaliers,115,,,2005-11-22 00:00:00,115,93,11/22/2005,Cleveland,Boston,9.5,12.16,12.66,12.98,12.57,10,4.46,12.0,12.7,17.18,17.1,20.83,5.5,11.2,.,.,.
152,151,"Tue, Nov 22, 2005",Box Score,Houston Rockets,93,Dallas Mavericks,102,,,2005-11-22 00:00:00,102,93,11/22/2005,Dallas,Houston,9.5,11.19,12.18,13.38,11.08,9.5,3.91,6.6,10.5,15.65,15.69,14.67,15,9.9,.,.,.
153,152,"Tue, Nov 22, 2005",Box Score,Portland Trail Blazers,95,Memphis Grizzlies,87,,,2005-11-22 00:00:00,87,95,11/22/2005,Memphis,Portland,10,11.76,12.98,12.05,14.08,9,3.05,12.7,11.3,16.09,16.34,14.33,12,10.2,.,.,.
154,153,"Tue, Nov 22, 2005",Box Score,Toronto Raptors,82,Phoenix Suns,90,,,2005-11-22 00:00:00,90,82,11/22/2005,Phoenix,Toronto,10,14.78,13.63,12.92,14.38,10.5,4.15,15.0,13,18.85,18.87,20.5,22.5,11.7,.,.,.
155,154,"Tue, Nov 22, 2005",Box Score,Utah Jazz,93,Seattle SuperSonics,87,,,2005-11-22 00:00:00,87,93,11/22/2005,Seattle,Utah,10,1.56,4.96,7.0,2.23,9,1.5,6.1,3.2,1.68,1.79,-3,-13.5,8.8,.,.,.
156,155,"Tue, Nov 22, 2005",Box Score,Denver Nuggets,108,Washington Wizards,105,,,2005-11-22 00:00:00,105,108,11/22/2005,Washington,Denver,4.5,3.18,3.53,6.4,0.01,2.5,1.47,1.1,3.7,4.87,4.97,5.83,3,2.2,.,.,.
157,156,"Wed, Nov 23, 2005",Box Score,Boston Celtics,117,Atlanta Hawks,120,,,2005-11-23 00:00:00,120,117,11/23/2005,Atlanta,Boston,-2.5,-2.26,0.28,-3.72,1.65,-4,0.58,0.4,0.3,2.23,2.11,-4.17,-14.5,-3.1,.,.,.
158,157,"Wed, Nov 23, 2005",Box Score,New York Knicks,95,Charlotte Bobcats,108,,,2005-11-23 00:00:00,108,95,11/23/2005,Charlotte,New York,2.5,4.22,3.49,4.79,2.37,2.5,1.6,2.3,2.3,4.79,5.18,11,6.5,2.3,.,.,.
159,158,"Wed, Nov 23, 2005",Box Score,Denver Nuggets,89,Detroit Pistons,114,,,2005-11-23 00:00:00,114,89,11/23/2005,Detroit,Denver,10,8.13,9.23,11.59,5.76,9,2.67,8.0,6.9,5.85,7.26,12.83,12,7.6,.,.,.
160,159,"Wed, Nov 23, 2005",Box Score,San Antonio Spurs,113,Golden State Warriors,89,,,2005-11-23 00:00:00,89,113,11/23/2005,Golden State,San Antonio,-4.5,-2.49,-2.49,-1.67,-3.53,-5,0.64,-2.5,-2.4,-3.23,-4.24,-6,-2,-1.7,.,.,.
161,160,"Wed, Nov 23, 2005",Box Score,Phoenix Suns,100,Houston Rockets,88,,,2005-11-23 00:00:00,88,100,11/23/2005,Houston,Phoenix,0,-0.42,2.36,1.41,3.15,2,0.2,4.8,0.1,1.35,1.48,-6.34,-8,.,.,.,.
162,161,"Wed, Nov 23, 2005",Box Score,Toronto Raptors,100,Los Angeles Clippers,103,,,2005-11-23 00:00:00,103,100,11/23/2005,LA Clippers,Toronto,12,15.8,17.53,18.52,16.73,11.5,5.4,12.0,15.3,20.12,19.99,23.16,19,12,.,.,.
163,162,"Wed, Nov 23, 2005",Box Score,Portland Trail Blazers,79,Miami Heat,100,,,2005-11-23 00:00:00,100,79,11/23/2005,Miami,Portland,10.5,8.56,7.54,6.68,8.86,10,2.94,15.1,4.9,8.3,8.57,9.5,12,8.8,.,.,.
164,163,"Wed, Nov 23, 2005",Box Score,Philadelphia 76ers,97,Milwaukee Bucks,108,,,2005-11-23 00:00:00,108,97,11/23/2005,Milwaukee,Philadelphia,2.5,4.2,4.26,5.31,3.22,2,0.9,3.6,3.1,0.64,0.5,7.84,11,2.2,.,.,.
165,164,"Wed, Nov 23, 2005",Box Score,Minnesota Timberwolves,80,New Orleans/Oklahoma City Hornets,84,,,2005-11-23 00:00:00,84,80,11/23/2005,New orleans,Minnesota,-4.5,-0.38,1.13,2.33,-0.19,-5,0.12,-1.8,-1.5,-2.7,-2.52,3.16,1.5,-4.3,.,.,.
166,165,"Wed, Nov 23, 2005",Box Score,Washington Wizards,83,Orlando Magic,91,,,2005-11-23 00:00:00,91,83,11/23/2005,Orlando,Washington,-2.5,-0.93,1.55,1.16,1.95,-2.5,0.47,0.5,-1.8,-3.72,-3.53,-3.83,-2.5,-0.6,.,.,.
167,166,"Wed, Nov 23, 2005",Box Score,New Jersey Nets,105,Sacramento Kings,114,,,2005-11-23 00:00:00,114,105,11/23/2005,Sacramento,New Jersey,4,4.97,4.78,3.8,5.76,3.5,1.5,5.5,4.4,11.23,11.3,8.67,-1,4.9,.,.,.
168,167,"Thu, Nov 24, 2005",Box Score,Cleveland Cavaliers,76,Indiana Pacers,98,,,2005-11-24 00:00:00,98,76,11/24/2005,Indiana,Cleveland,3.5,-2.22,-0.95,0.1,-2.31,3.5,-0.18,5.2,-2.1,-8.18,-8.2,-14.66,0.01,2.1,.,.,.
169,168,"Thu, Nov 24, 2005",Box Score,Seattle SuperSonics,96,Los Angeles Lakers,108,,,2005-11-24 00:00:00,108,96,11/24/2005,LA Lakers,Seattle,4,7.94,5.22,3.81,7.88,4.5,2.26,5.7,4.7,9.18,9.11,17.16,17.5,3.3,.,.,.
170,169,"Fri, Nov 25, 2005",Box Score,Charlotte Bobcats,89,Boston Celtics,90,,,2005-11-25 00:00:00,90,89,11/25/2005,Boston,Charlotte,6,2.47,3.61,2.65,4.45,5.5,1.29,6.1,1.2,0.27,0.6,-3,5,4.3,.,.,.
171,170,"Fri, Nov 25, 2005",Box Score,Los Angeles Clippers,95,Denver Nuggets,105,,,2005-11-25 00:00:00,105,95,11/25/2005,Denver,LA Clippers,4.5,3.18,3.22,0.84,5.63,5,0.8,8.2,2.4,8.51,8.6,-6,4,4.2,.,.,.
172,171,"Fri, Nov 25, 2005",Box Score,Washington Wizards,120,Detroit Pistons,114,2OT,,2005-11-25 00:00:00,114,120,11/25/2005,Detroit,Washington,10,12.55,15.26,14.91,15.76,10.5,4.04,12.9,10.6,9.52,10.64,18.5,14.5,12.2,.,.,.
173,172,"Fri, Nov 25, 2005",Box Score,Atlanta Hawks,87,Indiana Pacers,85,,,2005-11-25 00:00:00,85,87,11/25/2005,Indiana,Atlanta,11.5,13.69,14.05,15.71,13.0,12.5,5.13,17.7,12.2,9.21,9.21,16,18,16.3,.,.,.
174,173,"Fri, Nov 25, 2005",Box Score,Houston Rockets,81,Memphis Grizzlies,86,,,2005-11-25 00:00:00,86,81,11/25/2005,Memphis,Houston,5.5,6.41,7.99,9.76,6.49,5,3.38,3.1,7.1,11.73,11.66,3,5.5,7.6,.,.,.
175,174,"Fri, Nov 25, 2005",Box Score,Dallas Mavericks,103,Miami Heat,90,,,2005-11-25 00:00:00,90,103,11/25/2005,Miami,Dallas,1,-1.07,-1.49,-1.71,-1.33,1,1.54,5.0,-1.3,-7.16,-7.26,-5.5,0.01,0.8,.,.,.
176,175,"Fri, Nov 25, 2005",Box Score,Milwaukee Bucks,91,Minnesota Timberwolves,99,,,2005-11-25 00:00:00,99,91,11/25/2005,Minnesota,Milwaukee,6,5.96,2.75,-0.09,5.32,7,3.05,9.2,4.2,16.03,16.12,9,-1,7.9,.,.,.
177,176,"Fri, Nov 25, 2005",Box Score,Portland Trail Blazers,89,Orlando Magic,104,,,2005-11-25 00:00:00,104,89,11/25/2005,Orlando,Portland,3,6.84,5.46,4.71,6.59,3.5,2.17,5.9,4.5,11.73,11.89,13,9.5,3.5,.,.,.
178,177,"Fri, Nov 25, 2005",Box Score,New Jersey Nets,81,Phoenix Suns,92,,,2005-11-25 00:00:00,92,81,11/25/2005,Phoenix,New Jersey,5.5,7.67,8.19,7.89,8.5,6,2.99,8.5,8.3,9.24,9.4,7.5,8,8.1,.,.,.
179,178,"Fri, Nov 25, 2005",Box Score,Toronto Raptors,104,Sacramento Kings,106,,,2005-11-25 00:00:00,106,104,11/25/2005,Sacramento,Toronto,8,13.1,12.83,13.12,13.06,8,3.87,12.4,9.9,17.69,17.63,18.5,19,10.4,.,.,.
180,179,"Fri, Nov 25, 2005",Box Score,Chicago Bulls,106,San Antonio Spurs,99,,,2005-11-25 00:00:00,99,106,11/25/2005,San Antonio,Chicago,10.5,14.53,14.68,13.2,16.4,11.5,5,12.6,13.1,20.75,20.89,25,12,12.7,.,.,.
181,180,"Fri, Nov 25, 2005",Box Score,Golden State Warriors,94,Utah Jazz,90,,,2005-11-25 00:00:00,90,94,11/25/2005,Utah,Golden State,-2.5,2.49,4.36,3.44,5.32,-3,1.53,4.0,3.4,5.85,5.1,-3,2,-0.1,.,.,.
182,181,"Sat, Nov 26, 2005",Box Score,Washington Wizards,82,Charlotte Bobcats,100,,,2005-11-26 00:00:00,100,82,11/26/2005,Charlotte,Washington,1.5,0.82,0.65,-0.38,1.46,1,1.05,0.3,0.5,-1.61,-1.8,3,2,1.1,.,.,.
183,182,"Sat, Nov 26, 2005",Box Score,Minnesota Timberwolves,89,Cleveland Cavaliers,85,,,2005-11-26 00:00:00,85,89,11/26/2005,Cleveland,Minnesota,10,9.66,9.52,9.41,10.11,8,3.2,7.9,6.9,10.2,10.29,16.5,14,8.7,.,.,.
184,183,"Sat, Nov 26, 2005",Box Score,Memphis Grizzlies,112,Dallas Mavericks,92,,,2005-11-26 00:00:00,92,112,11/26/2005,Dallas,Memphis,7.5,9.51,10.13,9.91,10.55,7,3.37,10.4,7.6,13.15,13.32,14.5,7.5,8.6,.,.,.
185,184,"Sat, Nov 26, 2005",Box Score,Toronto Raptors,91,Golden State Warriors,117,,,2005-11-26 00:00:00,117,91,11/26/2005,Golden State,Toronto,9.5,11.33,12.46,16.58,10.43,10,4.18,10.7,9.5,10.52,10.45,12.5,19,8.6,.,.,.
186,185,"Sat, Nov 26, 2005",Box Score,Chicago Bulls,94,Houston Rockets,89,,,2005-11-26 00:00:00,89,94,11/26/2005,Houston,Chicago,2.5,4.44,2.11,-1.31,5.09,1.5,0.84,5.9,1.4,4.84,5.1,18,4,1.2,.,.,.
187,186,"Sat, Nov 26, 2005",Box Score,Detroit Pistons,85,Milwaukee Bucks,76,,,2005-11-26 00:00:00,76,85,11/26/2005,Milwaukee,Detroit,-4,-4.75,-2.62,-0.91,-4.26,-4,-0.83,-4.6,-3.2,-9.08,-10.3,-10.5,-5.5,-3.9,.,.,.
188,187,"Sat, Nov 26, 2005",Box Score,Philadelphia 76ers,102,New York Knicks,105,OT,,2005-11-26 00:00:00,105,102,11/26/2005,New York,Philadelphia,-2.5,2.38,1.05,-1.16,2.89,0,1.11,4.8,1.6,2.86,1.38,5,3,1.3,.,.,.
189,188,"Sat, Nov 26, 2005",Box Score,Miami Heat,77,Orlando Magic,80,,,2005-11-26 00:00:00,80,77,11/26/2005,Orlando,Miami,-2.5,1.55,2.57,2.48,2.67,-3,0.82,-3.3,1.5,8.06,8.13,3,0.01,-1.3,.,.,.
190,189,"Sat, Nov 26, 2005",Box Score,New Orleans/Oklahoma City Hornets,105,Seattle SuperSonics,99,,,2005-11-26 00:00:00,99,105,11/26/2005,Seattle,New orleans,7.5,2.59,0.79,2.4,-2.52,7,1.17,8.2,1.4,-1.18,-1.17,4,2.5,7.3,.,.,.
191,190,"Sun, Nov 27, 2005",Box Score,Portland Trail Blazers,77,Atlanta Hawks,75,,,2005-11-27 00:00:00,75,77,11/27/2005,Atlanta,Portland,3.5,2.96,3.13,1.09,6.01,4,1.55,4.0,2.3,4.26,4.56,2,1.5,3.9,.,.,.
192,191,"Sun, Nov 27, 2005",Box Score,Indiana Pacers,97,Los Angeles Clippers,92,,,2005-11-27 00:00:00,92,97,11/27/2005,LA Clippers,Indiana,2,4.59,6.46,8.7,4.45,2.5,1.82,1.4,3.8,9.3,9.43,11.5,-1,1.3,.,.,.
193,192,"Sun, Nov 27, 2005",Box Score,New Jersey Nets,102,Los Angeles Lakers,96,OT,,2005-11-27 00:00:00,96,102,11/27/2005,LA Lakers,New Jersey,1,5.22,6.29,7.01,5.55,1,2.23,3.8,4.8,8.15,8.05,9.5,5,0.9,.,.,.
194,193,"Mon, Nov 28, 2005",Box Score,Orlando Magic,87,Boston Celtics,83,,,2005-11-28 00:00:00,83,87,11/28/2005,Boston,Orlando,5,1.25,2.09,0.92,3.31,4.5,1.14,5.7,1,-2.59,-2.32,-4,3,2.8,.,.,.
195,194,"Mon, Nov 28, 2005",Box Score,New Jersey Nets,101,Denver Nuggets,92,,,2005-11-28 00:00:00,92,101,11/28/2005,Denver,New Jersey,9,8.15,10.72,9.14,12.65,8,2.98,7.7,6.7,11.75,11.84,7.83,8.5,6.1,.,.,.
196,195,"Mon, Nov 28, 2005",Box Score,New Orleans/Oklahoma City Hornets,83,Golden State Warriors,99,,,2005-11-28 00:00:00,99,83,11/28/2005,Golden State,New orleans,8,7.1,6.19,5.33,7.05,9,3.01,9.6,4.2,6.81,6.85,11,8,8.9,.,.,.
197,196,"Mon, Nov 28, 2005",Box Score,New York Knicks,94,Miami Heat,107,,,2005-11-28 00:00:00,107,94,11/28/2005,Miami,New York,7.5,6.67,7.03,7.56,6.51,8,3.22,10.9,4.7,2.41,4.04,8.67,8.5,7.6,.,.,.
