date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linenscombo,linel2,linegametime,lineray1,linefox,linedunk,linegirl,linegabe,lineboyd,linemass,linedok,lineblc
12/28/2009,Charlotte,94,Milwaukee,84,4.5,3.47,3.16,2.81,3.45,4,1.55,6.8,2.43,.,5.75,3.86,7,7.39,1,-4,.,.,3.59,.
12/28/2009,Golden State,103,Boston,99,-5.5,-8.01,-8,-7.72,-8.44,-6,-6.68,-5,-7.91,.,-8,-8.83,-9,-7.04,-6.99,-15,.,.,-5.53,.
12/28/2009,Memphis,116,Washington,111,5.5,5.52,5.8,6.53,5.07,5.5,3.09,4.7,6.37,.,5.25,4.16,7,11.31,8.58,-0.5,.,.,4.71,.
12/28/2009,New Jersey,89,Oklahoma City,105,-5.5,-7.4,-10.14,-11.75,-9.42,-6,-6.73,-3.3,-3.36,.,-10.25,-3.38,-9,-7.43,-3.35,-15,.,.,-5.89,.
12/28/2009,Phoenix,118,LA Lakers,103,0,-0.14,0.66,-0.13,1.27,0,1.89,1.5,-2.17,.,0.75,-1.51,0.01,2.81,-2.84,-5,.,.,1.71,.
12/28/2009,Portland,93,Philadelphia,104,6,9.65,12.53,13.53,11.89,7,9.56,11.9,6.22,.,12.25,6.79,12,11,5.66,5,.,.,9.96,.
12/28/2009,Sacramento,106,Denver,101,-2,-3.57,-1.71,-0.64,-2.87,-2,-3.62,-1.4,-3.16,.,-4.75,-4.42,-5,-5.15,-1.9,-8,.,.,-1.95,.
12/29/2009,Atlanta,84,Cleveland,95,3,2.21,3.08,2.33,3.97,0,2.95,1.6,2.16,.,0.75,3.51,-1,5.33,0.81,0,.,.,4.12,.
12/29/2009,Chicago,104,Indiana,95,6.5,4.29,4.92,6.45,2.92,5.5,3.22,6.8,6.34,.,4.25,6.08,2,7.59,6.6,-4.5,.,.,3.73,.
12/29/2009,Detroit,87,New York,104,5,1.7,4.48,5.25,3.75,5,3.39,5.6,0.56,.,1.75,-0.01,-3,-0.05,1.14,-1.5,.,.,3.54,.
12/29/2009,Houston,108,New orleans,100,5.5,6.87,8.12,7.69,8.71,5.5,7.09,8.9,5.96,.,6.25,6.67,8,9.24,5.25,2,.,.,6.7,.
12/29/2009,LA Lakers,124,Golden State,118,11.5,13.17,13.93,15,13.06,11.5,11.37,13.7,13.95,.,15,14.19,12,16.11,13.72,8,.,.,11.95,.
12/29/2009,San Antonio,117,Minnesota,99,11,12.8,14.03,11.99,16.73,14,12.14,15.2,10.88,.,17.25,14.31,13,12.77,7.45,9.5,.,.,12.32,.
12/29/2009,Washington,98,Oklahoma City,110,-1,-1.36,-2.42,-2.52,-2.34,2,-1.25,3.6,0.43,.,-1.25,1.15,-3,-1.69,-0.29,-8.5,.,.,-0.65,.
12/30/2009,Cleveland,106,Atlanta,101,5.5,4.8,4.83,5.66,3.85,6,3.69,9.6,3.84,.,8.25,2.49,9,8.23,5.19,-6,.,4.1,4.5,.
12/30/2009,Indiana,110,Memphis,121,-2.5,-1.66,-0.73,-1.39,-0.06,-2.5,-0.16,1.9,-1.42,.,-1.25,-0.74,-5,-6.5,-2.1,-5.5,.,0.7,-0.05,.
12/30/2009,Minnesota,103,Utah,107,-7.5,-6.88,-6.35,-5.09,-8.08,-6.5,-3.09,-4.2,-4.98,.,-9.5,-8.51,-9,-5.64,-1.45,-15,.,-7,-7.85,.
12/30/2009,New Jersey,104,New York,95,-2.5,-5.64,-5.05,-6.35,-4.6,-2.5,-2.6,-1.9,-3.67,.,-7.25,-4.81,-8,-8.45,-2.52,-10.5,.,-10.4,-2.26,.
12/30/2009,New orleans,95,Miami,91,-1,-0.66,0.45,1.5,-0.68,0,-2.61,2.3,0.58,.,-1,1.17,-3,0.19,-0.01,-4,.,-2.3,-0.75,.
12/30/2009,Orlando,117,Milwaukee,92,10.5,10.94,10.96,12,9.99,9.5,9.33,13,11.23,.,12.75,10.79,11,13.38,11.67,3.5,.,12.8,10.83,.
12/30/2009,Phoenix,116,Boston,98,5,0.02,1.43,2.3,0.36,3.5,2.29,1.6,-1.53,.,2.25,-2.15,1,-2.37,-0.91,-6,.,1.9,1.48,.
12/30/2009,Portland,103,LA Clippers,99,6.5,8.85,9.47,8.07,11.07,6.5,8.34,10.6,8.82,.,11.25,7.65,12,7.88,9.99,3.5,.,6.9,8.93,.
12/30/2009,Sacramento,106,Philadelphia,116,2,3.84,6.72,8.41,5.26,2,4.12,4.5,2.45,.,2.75,1.83,2,6.64,3.08,0.5,.,4.2,4.15,.
12/30/2009,Toronto,107,Charlotte,103,5.5,3.17,4.53,6.32,2.79,5,4.24,5.5,3.74,.,2.5,-0.59,2,0.66,8.06,-4,.,7,2.96,.
12/31/2009,Detroit,87,Chicago,98,4,2.89,3.97,2.86,5.51,4,4.14,4.4,0.81,.,1.75,2.77,1,4.96,-1.14,1,.,5.1,4.41,.
12/31/2009,Houston,97,Dallas,94,-1.5,0.99,1.9,2.24,1.6,1.5,1.15,3.9,0.89,.,0.5,0.64,1,2.73,1.14,-3.5,.,-0.5,1.09,.
12/31/2009,LA Clippers,104,Philadelphia,88,1.5,1.72,4.65,6.53,2.83,4.5,2.91,3.8,1.99,.,1.75,2.14,-1,-0.55,1.85,-1.5,.,-0.7,2.25,.
12/31/2009,Oklahoma City,87,Utah,86,3,1.95,4.02,3.93,4.11,3,5.17,3.6,-1.23,.,1.75,-2.38,2,5.85,-0.07,-4.5,.,3.7,3.46,.
12/31/2009,San Antonio,108,Miami,78,8,5.33,5.29,4.27,6.48,7.5,4.69,7.1,4.73,.,7.25,6.81,5,9.53,2.65,0.5,.,4.1,6.24,.
1/1/2010,Atlanta,108,New York,112,11,10.46,12.36,12.21,12.72,10,10.01,11.6,9.34,.,12.5,9.82,9,11.2,8.87,6.5,.,11,11.22,.
1/1/2010,LA Lakers,109,Sacramento,108,12,11.23,11.53,12.22,11.09,10,9.62,13.8,11.07,.,14.25,13.38,11,12.4,8.76,5,.,12.5,10.87,.
1/1/2010,Minnesota,94,Orlando,106,-8,-9.8,-9.77,-9.17,-10.68,-8,-8.1,-6.7,-8.6,.,-12,-12.09,-9,-7.13,-5.12,-18,.,-12.3,-8.54,.
1/2/2010,Boston,103,Toronto,96,3.5,9.46,10.11,8.6,11.83,3.5,8.26,11.6,9.1,.,10.5,13.7,8,9.57,4.5,7.5,.,9,10.81,.
1/2/2010,Chicago,101,Orlando,93,-3,-6.02,-5.3,-4.04,-7,-4.5,-6.1,-1.8,-5.22,.,-6,-7.31,-7,-4.76,-3.14,-14.5,.,-6.9,-4.5,.
1/2/2010,Indiana,122,Minnesota,111,4,4.23,5.67,4.8,6.8,6,3.76,6.7,3.04,.,5,4.7,3,2.93,1.38,2,.,4.5,6.33,.
1/2/2010,Miami,97,Charlotte,107,6,5.11,6.18,7.45,5,6,7.05,7.3,5.68,.,5.75,2.34,2,5.05,9.01,-1.5,.,6.7,4.65,.
1/2/2010,Milwaukee,103,Oklahoma City,97,1,-1.45,-1.67,-2.13,-1.26,-1.5,-1.46,0.4,2.62,.,-2.75,4.17,-6,-5.01,1.07,-5,.,-3.6,0.07,.
1/2/2010,New Jersey,86,Cleveland,94,-10.5,-13.91,-14.4,-15.87,-13.41,-10.5,-9.75,-11.9,-10.85,.,-18,-11.12,-18,-15.47,-10.58,-17,.,-18.2,-10.63,.
1/2/2010,New orleans,99,Houston,95,2.5,-0.7,-1.29,-1.13,-1.66,0,-1.22,1.1,0.04,.,0.25,-0.67,-1,3.53,0.75,-8,.,-1,-0.15,.
1/2/2010,Phoenix,103,Memphis,128,8,7.39,9.05,8.55,9.57,7.5,9.07,9,4.32,.,9.5,7.68,6,6.94,0.96,3.5,.,12.4,8.57,.
1/2/2010,Portland,105,Golden State,89,4,9.78,10.62,10.7,10.57,4,9.43,10.4,11.24,.,10.5,8.77,10,8.86,13.72,4.5,.,10,8.47,.
1/2/2010,Sacramento,91,Dallas,99,-4.5,-3.62,-2.92,-3.07,-2.81,-4.5,-2.13,-1.9,-3.26,.,-3.75,-4.45,-3,-3.84,-2.06,-8.5,.,-5.8,-2.5,.
1/2/2010,Utah,95,Denver,105,7,2.65,2.44,2.82,1.98,7,-0.68,4.4,2.75,.,3.75,2.84,5,6,2.66,-4,.,6.3,0.65,.
1/2/2010,Washington,86,San Antonio,97,-6,-5.06,-3.92,-3.04,-5.17,-6,-3.69,-1.2,-3.7,.,-7,-4.03,-6,-8.82,-3.36,-10.5,.,-6.4,-2.88,.
1/3/2010,Cleveland,88,Charlotte,91,11.5,11.34,12.49,13.83,11.26,11,10.13,14.1,10.34,.,13.5,12.68,12,12.77,11.97,2,.,12.8,10.03,.
1/3/2010,Denver,105,Philadelphia,108,5,9.81,10.98,11.15,11.04,5,10.4,10.6,8.14,.,11.25,13.11,9,9.51,7.03,5.5,.,12,8.76,.
1/3/2010,LA Lakers,131,Dallas,96,6.5,4.33,4.79,5.73,4.17,6.5,4.14,6.1,4.81,.,5.75,6.86,3,6.45,3.7,-0.5,.,1.2,4.85,.
1/3/2010,New York,132,Indiana,89,9.5,6.33,6.25,5.96,6.51,8,5.33,8.6,6.59,.,6.5,12.85,9,7.12,4.32,-2,.,5.4,6.09,.
1/3/2010,Toronto,91,San Antonio,86,-3,-2.85,-0.64,1.47,-3.13,-3,-2.57,-0.2,-0.67,.,-4,-7.35,-3,-5.15,2.4,-9,.,-3.2,-2.59,.
1/4/2010,Chicago,85,Oklahoma City,98,2.5,-0.63,-1.42,0.37,-3.58,2.5,-2.34,3,3.4,.,-0.25,0.79,-4,3.37,6.01,-10,.,-3.8,-1.14,.
1/4/2010,LA Clippers,105,Portland,95,4,-2.52,-2.37,-1.36,-3.47,2,-2.13,0,-2.14,.,-2.75,-2.75,-3,2.06,-1.54,-9.5,.,-4.9,-1.32,.
1/4/2010,Miami,92,Atlanta,75,-2,-1.73,-1.25,-0.29,-2.41,0,0.31,1.5,-0.05,.,-1.25,-4.16,-3,-1.94,4.06,-9.5,.,-3.9,-1.86,.
1/4/2010,Utah,87,New orleans,91,8,6.63,6.22,4.57,7.96,6.5,5.67,7.9,4.12,.,8.5,6.45,10,10.32,1.78,1,.,10.7,7.17,.
1/5/2010,Charlotte,113,Chicago,108,6,5.28,5.39,3.17,7.99,6,4.77,7.5,0.85,.,7,4.77,10,8.96,-3.06,1,.,9.2,6.52,.
1/5/2010,Dallas,98,Detroit,93,8.5,10.54,11.39,11.8,11.12,8.5,8.76,12.3,12.38,.,12.5,12.2,12,11.87,12.56,3,.,8.6,7.9,.
1/5/2010,Denver,123,Golden State,122,5.5,10.15,10.72,10.22,11.36,5.5,11.13,11.1,9.45,.,11.5,13.51,11,8.1,5.4,5,.,14.6,9.64,.
1/5/2010,Indiana,97,Orlando,90,-11.5,-7.97,-7.76,-7.64,-7.91,-8.5,-7.18,-5.5,-7.94,.,-9,-9.91,-10,-5.23,-5.96,-13,.,-7.6,-6.71,.
1/5/2010,LA Lakers,88,Houston,79,7.5,6.9,6.94,7.06,6.94,7.5,6.55,8.2,7.12,.,9.25,8.57,8,9.38,5.66,0,.,7.2,5.82,.
1/5/2010,New Jersey,76,Milwaukee,98,-1.5,-3.31,-5.35,-6.36,-4.93,-4,-2.66,0.4,-1.5,.,-4.5,-5.14,-2,2.59,2.14,-13,.,-5.5,-2.61,.
1/5/2010,Philadelphia,97,Washington,104,4,3.71,3.89,3.66,4.09,4,2.47,6.1,5.69,.,4.5,4.46,6,4.54,6.92,-3.5,.,-0.4,3.75,.
1/5/2010,Portland,105,Memphis,109,1.5,4.52,6.43,5.73,7.13,1.5,6.15,7.2,5.47,.,6,4.78,0.01,-2.15,6.16,2,.,4.8,5.42,.
1/5/2010,Sacramento,109,Phoenix,113,-2.5,-3.18,-2.4,-2.42,-2.38,-1,-3.45,-0.4,-3.39,.,-4.25,-5.43,-1,-4.87,-1.36,-9,.,-1.2,-2.25,.
1/6/2010,Atlanta,119,New Jersey,89,14,16.21,18.83,19.25,19.07,13.5,14.28,16.9,12.97,.,18,18.85,16,20.35,7.09,14,.,19,15.02,.
1/6/2010,Cleveland,121,Washington,98,13.5,12.79,13.49,13.96,13.05,13.5,10.08,14.2,15.31,.,15.25,16.58,15,10.41,14.04,4.5,.,11.4,12.54,.
1/6/2010,LA Clippers,102,LA Lakers,91,-5,-5.21,-5.46,-5.65,-5.59,-5,-3.85,-2.9,-4.06,.,-4.25,-6.15,-6,-0.39,-1.97,-13,.,-5.9,-8.02,.
1/6/2010,Miami,106,Boston,112,-1,-2.11,-1.95,-1.37,-2.64,0,0.39,-0.2,-0.63,.,-0.25,-2.75,-1,-2.69,1.48,-11,.,-4.5,-2.26,.
1/6/2010,Minnesota,101,Golden State,107,2.5,-0.9,-0.69,0.44,-1.98,3,1.03,0.7,-0.14,.,-2.75,-0.26,-1,0.53,-0.01,-8,.,-1.3,1.08,.
1/6/2010,Oklahoma City,92,New orleans,97,4.5,5.76,6.67,5.15,8.27,5.5,7.75,7,4.69,.,6,5.09,9,3.92,4.28,-0.5,.,7.6,6.62,.
1/6/2010,Orlando,103,Toronto,108,7.5,8.38,8.47,7.7,9.26,7,8.13,9.5,7.53,.,10.25,10.49,6,10.41,4.56,5.5,.,11.5,8.13,.
1/6/2010,Phoenix,118,Houston,110,4,5.07,4.59,4.06,5.05,5,6.13,4.6,5.65,.,6,8.41,3,10.25,2.89,-2,.,6.7,5.2,.
1/6/2010,San Antonio,112,Detroit,92,10,12.14,10.22,8.72,12.1,9.5,10.52,13,13.13,.,15.5,14.27,15,17.85,11.99,2,.,12.5,11.26,.
1/6/2010,Utah,117,Memphis,94,5.5,3.85,4.37,3.33,5.42,7,3.54,5.5,3.14,.,5,4.3,2,4.18,1.97,1.5,.,4.2,5.96,.
1/7/2010,New York,97,Charlotte,93,3.5,1.8,1.99,1.76,2.18,4,2.69,4.1,2.52,.,2,3.03,4,-1.53,2.01,-4.5,.,1.8,3.3,.
1/8/2010,Atlanta,93,Boston,85,3.5,2.03,1.49,1.02,2.13,3,2.44,2.6,2.42,.,3.25,4.41,2,6.7,0.42,-4.5,.,0.6,2.9,.
1/8/2010,Denver,99,Cleveland,97,-4,-1.2,-0.04,-0.75,0.74,-4,1.36,-0.1,-0.78,.,-1.5,-0.57,-5,-6.69,-0.99,-2.5,.,-0.3,1.45,.
1/8/2010,Golden State,108,Sacramento,101,4.5,1.8,1.52,1.19,1.83,1.5,1.27,5.9,2.69,.,3,0.08,2,1.79,5.3,-6,.,2.6,1.7,.
1/8/2010,Memphis,91,Utah,89,3,1.97,1.77,3.04,0.48,3,1.41,3.7,2.86,.,0.01,1.7,0.01,11.6,4.03,-7.5,.,3.5,0.74,.
1/8/2010,Milwaukee,96,Chicago,93,4,2.76,4.71,2.79,6.92,4,5.31,4.2,-1.38,.,3,3.04,6,-2.37,-5.8,2,.,6.7,5.42,.
1/8/2010,Minnesota,116,Indiana,109,3.5,1.19,0.38,0.47,0.2,3.5,1.54,3.2,2.74,.,-0.5,1.32,3,6.96,4.16,-8,.,0.2,0.16,.
1/8/2010,New orleans,103,New Jersey,99,9.5,12.2,14.71,17.28,12.6,11,9.27,14.2,9.79,.,14,11.22,14,16.62,8.37,6.5,.,14.7,9.99,.
1/8/2010,Philadelphia,106,Toronto,108,2,-0.01,-0.79,-2.46,0.77,0,0.26,3.1,0.08,.,0.25,1.12,0.01,4,-0.96,-5,.,-3.4,2.15,.
1/8/2010,Phoenix,105,Miami,109,6,5.78,7.19,7.63,6.79,7,5.57,7.1,6.77,.,6.5,9.7,4,1.72,3.85,2,.,7.1,6.47,.
1/8/2010,Portland,107,LA Lakers,98,-4,-0.09,-0.34,-1.64,0.78,-3,0.7,1.6,1.08,.,1.25,-0.4,-1,-0.65,2.57,-6.5,.,-0.2,1.22,.
1/8/2010,San Antonio,103,Dallas,112,4.5,3.73,2.65,0.49,5.03,4.5,5.11,6.3,3.75,.,8.25,5.07,8,1.69,2.43,-4,.,2.3,4.11,.
1/8/2010,Washington,104,Orlando,97,-7.5,-5.45,-4.76,-4.93,-4.61,-7,-3.81,0.1,-7.14,.,-4.5,-7.83,-3,-6.08,-6.44,-13,.,-5.9,-3.75,.
1/9/2010,Charlotte,89,Memphis,87,6,2.62,2.27,0.77,3.73,5,2.36,5,1.96,.,3.5,2.5,3,4.53,1.42,-3,.,4.4,3.9,.
1/9/2010,Chicago,110,Minnesota,96,8.5,7.85,8.46,9.03,7.8,9,5.1,10.1,11.03,.,8.25,10.32,6,7.18,11.73,0.5,.,7.9,7.09,.
1/9/2010,Dallas,93,Utah,111,7.5,4.28,6.81,8.49,5.27,7.5,5.56,7.3,6.2,.,4.5,4.82,-2,0.84,7.59,-1.5,.,3.8,4.76,.
1/9/2010,Detroit,94,Philadelphia,104,4.5,1.08,4.1,5.33,3.03,4.5,2.52,3.1,0.13,.,0.5,1.29,-3,-0.68,-1.03,0,.,-0.5,3.39,.
1/9/2010,Houston,105,New York,96,6.5,5.4,8.42,9.87,7.1,6.5,5.54,8.1,4.79,.,5.25,3.08,1,0.11,6.5,4,.,7.9,7,.
1/9/2010,Oklahoma City,108,Indiana,102,8.5,9.96,11.29,10.69,11.94,9.5,10.11,11.4,10.37,.,10.75,10.85,14,6.35,9.88,2.5,.,10.7,9.89,.
1/9/2010,Orlando,113,Atlanta,81,3.5,3.49,2.56,3.21,1.73,5.5,2.53,4.5,5.08,.,3.75,2.52,1,9.94,7.64,-3.5,.,4.3,2.67,.
1/9/2010,Sacramento,102,Denver,100,1.5,-3.01,-2.09,-1.74,-2.49,1.5,-3.32,-1.3,-3.14,.,-3.75,-4.59,-3,-2.99,-1.7,-8,.,-1,-2.08,.
1/10/2010,LA Clippers,94,Miami,84,1,0.79,0.95,1.69,0.14,4,-0.36,2.8,1.18,.,0.01,1.02,0.01,8.35,1.65,-6,.,-1.7,1.52,.
1/10/2010,LA Lakers,95,Milwaukee,77,9.5,10.47,10.96,12.17,9.9,10.5,7.97,12.7,10.66,.,11.75,9.54,9,15.56,10.91,4.5,.,12.3,9.17,.
1/10/2010,Portland,94,Cleveland,106,-5.5,-1.34,-0.03,-0.23,0.19,-5,0.2,-0.9,-0.98,.,-2,-3.22,-4,-1.35,1.01,-3,.,-3.2,0,.
1/10/2010,San Antonio,97,New Jersey,85,14,16.38,18.08,18.22,18.92,15,15.63,17.4,14.86,.,20,19.37,17,15.78,11.17,11,.,19.4,14.16,.
1/10/2010,Toronto,107,Boston,114,-1,-1.67,-2.45,-1.03,-3.96,-3.5,-1.66,-0.3,-0.03,.,-0.5,-1.82,0.01,4.19,3.5,-13.5,.,-3.9,-2.76,.
1/10/2010,Washington,110,New orleans,115,0,0.12,0.26,-1.42,1.96,-2.5,2.86,3.7,-1.88,.,1,-0.47,2,-1.08,-3.08,-6,.,2,1.95,.
1/11/2010,Boston,96,Atlanta,102,4.5,4.77,5.51,5.76,5.22,4.5,3.66,8.1,3.58,.,5.75,2.35,8,7.26,5.58,-1.5,.,4.3,3.98,.
1/11/2010,Chicago,120,Detroit,87,5.5,6.07,4.55,5.52,3.34,5.5,3.38,7.8,10.15,.,6.5,7.38,8,6.17,13.48,-2.5,.,5.5,4.2,.
1/11/2010,Denver,105,Minnesota,94,13.5,13.28,14.72,13.56,16.13,13.5,12.88,14.9,12.59,.,15.25,15.45,15,9.83,8.41,9.5,.,16.6,12.52,.
1/11/2010,Golden State,114,Cleveland,117,-5.5,-7.4,-6.74,-6.91,-6.59,-6,-6.19,-5.6,-7.23,.,-8.75,-10.05,-11,-4.54,-3.39,-13,.,-8.3,-4.59,.
1/11/2010,Indiana,105,Toronto,101,2,-2.73,-2.16,-2.81,-1.52,-1,-1.54,-0.6,-3.41,.,-3,-4.67,-4,-0.98,-4.4,-8,.,-0.7,0.17,.
1/11/2010,Oklahoma City,106,New York,88,5,5.62,7.8,8.3,7.35,5,7,6.4,5.23,.,5.5,2.27,3,9.23,7.04,1,.,4.4,6.29,.
1/11/2010,Philadelphia,96,New orleans,92,1.5,0.83,-0.38,-2.82,1.96,3.5,2.12,3.4,0.81,.,0.5,0.79,3,3.88,0.84,-4.5,.,-1.8,2.65,.
1/11/2010,Phoenix,105,Milwaukee,101,9,8.96,9.18,9.72,8.65,9.5,8.36,9.6,9.19,.,10.5,8.71,6,15.53,8.14,2,.,11.2,8.89,.
1/11/2010,Utah,118,Miami,89,7.5,4.31,4.84,4.04,5.71,7,2.3,7,3.99,.,6.25,5.44,9,1.52,2,-1,.,4.1,5.66,.
1/12/2010,Charlotte,102,Houston,94,2.5,0.9,-0.23,-1.49,0.94,2.5,0.37,2.7,1.89,.,2,3.29,3,0.44,0.49,-5.5,.,2.3,1.22,.
1/12/2010,Memphis,104,LA Clippers,102,5,4.32,4.98,4.74,5.26,4.5,2.93,6.6,4.2,.,5,4.03,6,3.83,4.38,-1.5,.,5.4,5.28,.
1/12/2010,Sacramento,88,Orlando,109,-4,-4.01,-2.72,-2.28,-3.19,-2.5,-3.53,-1.9,-4.41,.,-4.5,-4.73,-4,-3.87,-4.09,-10,.,-2.7,-2.88,.
1/12/2010,San Antonio,105,LA Lakers,85,3,1.98,0.72,-1.13,2.78,2.5,2.89,3.5,2.27,.,4.75,2.14,1,2.48,2.4,-4,.,3.9,2.71,.
1/12/2010,Washington,90,Detroit,99,5,5.07,4.35,3.78,4.95,3.5,5.01,8.4,3.9,.,5.5,4.69,10,8.89,3.11,-2,.,4.7,4.96,.
1/13/2010,Atlanta,94,Washington,82,11,10.23,12.41,12.16,12.72,11.5,9.65,11.3,10.08,.,12.25,12.37,10,5.88,7.99,5.5,.,11.7,11.36,.
1/13/2010,Dallas,95,LA Lakers,100,6,1.68,2.13,2.42,1.88,6,1.43,3.3,0.77,.,2.25,-1.42,-1,6.15,8.05,-5.5,.,0.3,3.19,.
1/13/2010,Denver,115,Orlando,97,5.5,0.65,1.93,1.9,1.95,5.5,1.93,3.4,1.15,.,2.75,1.69,1,7.42,-16.82,-4,.,3.7,2.38,.
1/13/2010,Golden State,102,Miami,115,2,0.65,-0.27,-0.91,0.35,0,-1.55,2.6,0.03,.,0.01,-1.73,2,3.74,10.47,-7,.,-0.1,0.58,.
1/13/2010,Houston,120,Minnesota,114,9.5,11.8,14.47,14.66,14.44,10.5,10.08,14.5,10.12,.,12.25,12.05,14,8.87,8.93,8,.,15.3,10.16,.
1/13/2010,Indiana,122,Phoenix,114,-4,-6.58,-5.57,-5.6,-5.59,-3,-5.8,-1.8,-6.94,.,-5.5,-10.65,-3,-5.7,-15.17,-12.5,.,-3.3,-4.04,.
1/13/2010,New Jersey,87,Boston,111,-8,-11.29,-13.52,-14.57,-13.28,-8,-9.48,-8.9,-7.93,.,-13.5,-12.19,-12,-4.61,-4.73,-19.5,.,-17,-9.1,.
1/13/2010,New orleans,108,LA Clippers,94,7.5,3.04,4.65,5.38,3.93,5.5,2.03,6.3,3.88,.,3.25,3.19,3,6.38,-2.83,-2.5,.,3.2,4.29,.
1/13/2010,Oklahoma City,108,San Antonio,109,1.5,0.08,2.33,3.26,1.03,1,0.66,2.2,0.06,.,-1.25,-1.36,1,3.34,-2.52,-5.5,.,-1.1,1.24,.
1/13/2010,Philadelphia,92,New York,93,2.5,1.95,2.21,2.21,2.2,2.5,2.62,4.5,0.88,.,2,-1.84,1,3.97,11.14,-4.5,.,-1.6,2.77,.
1/13/2010,Portland,120,Milwaukee,108,6,6.98,7.85,8.04,7.69,6.5,6.42,9.4,7.77,.,8.5,5.06,7,2.23,14.02,0.5,.,7,7.07,.
1/14/2010,Boston,83,Chicago,96,6.5,9.21,12.18,10.67,13.94,7,10.48,11.9,4.58,.,10.75,9.15,10,8.71,1.18,7.5,.,10.8,10.03,.
1/14/2010,Utah,97,Cleveland,96,0,-1.59,-0.65,-1.61,0.44,-2,-1,0.2,-2.84,.,0.01,-2.5,2,-5.88,-1.49,-7,.,-1.6,0.59,.
1/15/2010,Atlanta,102,Phoenix,101,5,3.92,4.89,4.2,5.63,5,3.51,7.4,1.82,.,5.75,2.56,5,6.21,-1.35,-2,.,7.3,4.97,.
1/15/2010,Charlotte,92,San Antonio,76,-2,-1.53,-0.9,-0.25,-1.86,-3,-3.1,1.2,-1.76,.,-2,-1.95,0.01,3.53,-5.12,-8,.,-0.1,-0.53,.
1/15/2010,Chicago,121,Washington,119,5.5,5.39,5.8,6.99,4.52,7.5,3.44,7.5,9.55,.,6.5,5.73,9,4.43,7.04,-3.5,.,4.7,4.19,.
1/15/2010,Dallas,99,Oklahoma City,98,5,2.03,5.27,6.57,4.09,6.5,2.7,6.6,4.44,.,1.25,3.8,-1,0.31,-2.92,-2,.,-2.1,4.64,.
1/15/2010,Detroit,110,New orleans,104,-2,-2.46,-0.54,-1.5,0.38,-2,0.59,0.2,-2.77,.,-2.5,-2.35,-6,-9.04,-3.67,-6,.,-0.1,0.84,.
1/15/2010,Golden State,104,Milwaukee,113,3.5,2.59,1.3,1.37,1.22,3.5,0.72,4.7,2.33,.,2.5,-1.43,2,6.3,14.62,-5,.,2.8,1.55,.
1/15/2010,Houston,106,Miami,115,4.5,4.67,5.46,5.97,5,4.5,2.47,6.4,3.62,.,2.75,3.28,5,6.05,12.27,-1.5,.,4.8,4.55,.
1/15/2010,LA Lakers,126,LA Clippers,86,10.5,8.39,11.01,11.11,11.12,10.5,8.59,11.3,9.1,.,10.25,10.23,8,5.96,-0.16,5,.,11.9,6.68,.
1/15/2010,Memphis,135,Minnesota,110,7.5,9.72,11.78,12.13,11.5,9,8.3,12.2,9.6,.,11.5,11.95,13,7.18,3.12,5,.,11.5,9.33,.
1/15/2010,New Jersey,105,Indiana,121,-3,-1.72,-2.87,-4.67,-1.67,-3,-1.38,0.6,1.88,.,-4.25,0.53,-4,-3.91,6.32,-7.5,.,-3.2,-1.08,.
1/15/2010,New York,104,Toronto,112,2.5,1.79,1.72,0.58,2.85,2,1.45,4.4,1.86,.,1.75,5.29,5,7.34,-6.53,-4,.,1.2,2.1,.
1/15/2010,Philadelphia,98,Sacramento,86,3,2.63,1.89,0.96,2.69,3,2.92,7,3.56,.,3.5,2.56,6,-0.13,6.81,-4,.,-0.5,2.86,.
1/15/2010,Portland,102,Orlando,87,-4.5,0.47,1.82,2,1.59,-4.5,1.22,2.9,1.08,.,2,-0.44,0.01,7.36,-8.41,-5.5,.,1,1.36,.
1/16/2010,Charlotte,125,Phoenix,99,2.5,0.75,0.24,-0.27,0.76,1,-1.29,4.4,-0.66,.,2.25,-1.92,7,0.76,0.91,-7,.,4.2,0.65,.
1/16/2010,Detroit,94,New York,90,1,-0.88,1.99,3.01,0.92,1.5,1.62,2,-2.65,.,-0.25,-4.88,-5,-0.84,-0.53,-6,.,-0.2,1.32,.
1/16/2010,Indiana,96,New orleans,101,2.5,-1.33,-0.74,-1.67,0.2,1.5,1,0.7,-3.55,.,-0.25,-4.5,0.01,-3.51,-2.04,-7,.,2.7,0.66,.
1/16/2010,LA Clippers,101,Cleveland,102,-8,-6.71,-5,-3.92,-6.19,-8,-4.29,-5,-4.95,.,-7.25,-6.37,-11,-4.89,-8.99,-12,.,-6.8,-5.6,.
1/16/2010,Memphis,92,San Antonio,86,1,-1.11,0.27,1.92,-1.6,-2,-1.83,1.9,-1.17,.,-0.25,-2.34,2,5.5,-9.82,-8.5,.,0.3,-0.53,.
1/16/2010,Oklahoma City,98,Miami,80,4,4.83,4.73,3.85,5.62,4,3.96,4.4,4.33,.,3.75,4.16,6,8.82,13.76,-1.5,.,1.2,4.49,.
1/16/2010,Utah,112,Milwaukee,95,9.5,9.09,7.7,7.42,8.08,9.5,5.84,10.4,6.31,.,11,6.32,13,14.35,17.6,1,.,9.2,7.69,.
