,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
352,352,"Sun, Dec 14, 2014",Box Score,Toronto Raptors,95,New York Knicks,90,OT,,2014-12-14 00:00:00,90,95,12/14/2014,New York,Toronto,-7.0,-8.66,-9.69,-10.55,-9.48,-5.5,-5.96,-1.7,-9.47,-22.57,-7.0,-8.92,-3.55,-4.9,-10.8,-7.5,,-9.09
353,353,"Sun, Dec 14, 2014",Box Score,Phoenix Suns,88,Oklahoma City Thunder,112,,,2014-12-14 00:00:00,112,88,12/14/2014,Oklahoma City,Phoenix,6.5,4.37,0.49,0.04,1.14,6.5,1.05,7.7,0.26,33.29,4.0,4.06,1.6,7.43,2.33,-2.6,,0.37
354,354,"Sun, Dec 14, 2014",Box Score,Utah Jazz,84,Washington Wizards,93,,,2014-12-14 00:00:00,93,84,12/14/2014,Washington,Utah,10.5,10.58,8.58,9.46,8.15,10.0,9.1,12.6,8.18,26.57,12.0,8.0,8.65,7.05,10.3,8.8,,10.62
355,355,"Mon, Dec 15, 2014",Box Score,Chicago Bulls,86,Atlanta Hawks,93,,,2014-12-15 00:00:00,93,86,12/15/2014,Atlanta,Chicago,2.5,1.9,1.53,1.25,1.49,1.0,1.39,2.0,1.87,7.85,3.0,-1.23,-0.65,4.81,3.48,0.1,,-0.34
356,356,"Mon, Dec 15, 2014",Box Score,Charlotte Hornets,88,Cleveland Cavaliers,97,,,2014-12-15 00:00:00,97,88,12/15/2014,Cleveland,Charlotte,10.0,9.33,9.67,8.15,11.57,11.0,6.39,14.1,9.63,-2.57,14.0,8.54,6.63,10.87,14.38,8.6,,10.6
357,357,"Mon, Dec 15, 2014",Box Score,Los Angeles Lakers,91,Indiana Pacers,110,,,2014-12-15 00:00:00,110,91,12/15/2014,Indiana,LA Lakers,5.0,2.91,1.94,0.37,3.47,6.0,3.73,5.8,2.18,-5.72,4.0,4.79,6.52,2.41,5.35,4.0,,1.95
358,358,"Mon, Dec 15, 2014",Box Score,Detroit Pistons,91,Los Angeles Clippers,113,,,2014-12-15 00:00:00,113,91,12/15/2014,LA Clippers,Detroit,12.5,15.26,11.84,12.52,12.47,13.0,10.45,17.2,10.83,38.72,18.0,13.21,13.56,12.32,15.4,12.1,,14.97
359,359,"Mon, Dec 15, 2014",Box Score,Boston Celtics,105,Philadelphia 76ers,87,,,2014-12-15 00:00:00,87,105,12/15/2014,Philadelphia,Boston,-5.0,-4.11,-6.08,-4.83,-6.22,-4.5,-2.09,0.0,-7.27,2.0,-3.0,-7.71,-4.91,-1.4,-5.3,-5.3,,-5.4
360,360,"Mon, Dec 15, 2014",Box Score,Milwaukee Bucks,96,Phoenix Suns,94,,,2014-12-15 00:00:00,94,96,12/15/2014,Phoenix,Milwaukee,5.5,3.81,2.63,1.16,3.57,5.0,3.31,6.1,3.33,-2.15,4.0,3.23,8.84,5.06,6.54,5.9,,1.87
361,361,"Mon, Dec 15, 2014",Box Score,San Antonio Spurs,95,Portland Trail Blazers,108,,,2014-12-15 00:00:00,108,95,12/15/2014,Portland,San Antonio,8.0,1.53,1.37,1.57,1.84,6.0,4.84,1.6,0.68,-1.86,2.0,1.57,-2.06,5.11,3.09,0.9,,0.76
362,362,"Mon, Dec 15, 2014",Box Score,Orlando Magic,82,Toronto Raptors,95,,,2014-12-15 00:00:00,95,82,12/15/2014,Toronto,Orlando,7.0,9.87,9.87,8.28,11.49,9.0,10.37,11.2,10.16,4.43,11.0,8.76,10.75,6.87,15.42,9.3,,10.23
363,363,"Tue, Dec 16, 2014",Box Score,Miami Heat,95,Brooklyn Nets,91,,,2014-12-16 00:00:00,91,95,12/16/2014,Brooklyn,Miami,7.5,2.62,2.46,0.29,3.22,5.5,2.16,4.8,4.51,1.72,6.0,-0.65,1.02,5.07,4.21,0.2,,1.67
364,364,"Tue, Dec 16, 2014",Box Score,Golden State Warriors,98,Memphis Grizzlies,105,,,2014-12-16 00:00:00,105,98,12/16/2014,Memphis,Golden State,2.5,-2.29,-2.29,-1.48,-1.5,2.0,1.95,1.1,-3.67,-11.42,-2.0,-5.34,-2.14,0.88,-0.53,-2.5,,-3.09
365,365,"Tue, Dec 16, 2014",Box Score,Utah Jazz,111,New Orleans Pelicans,119,,,2014-12-16 00:00:00,119,111,12/16/2014,New Orleans,Utah,9.0,7.79,7.15,6.51,7.26,8.5,7.17,10.8,7.81,11.57,9.0,6.99,6.73,6.52,6.68,7.5,,7.38
366,366,"Tue, Dec 16, 2014",Box Score,Dallas Mavericks,107,New York Knicks,87,,,2014-12-16 00:00:00,87,107,12/16/2014,New York,Dallas,-6.5,-7.85,-7.7,-9.24,-7.63,-6.5,-5.49,-2.7,-6.62,-21.42,-7.0,-9.89,-4.38,-5.87,-7.5,-6.5,,-8.01
367,367,"Tue, Dec 16, 2014",Box Score,Oklahoma City Thunder,104,Sacramento Kings,92,,,2014-12-16 00:00:00,92,104,12/16/2014,Sacramento,Oklahoma City,-7.5,-3.45,1.93,2.74,2.08,-7.5,4.07,-0.1,0.91,-38.86,-4.0,-4.42,-1.18,-8.97,4.42,-4.7,,-2.16
368,368,"Tue, Dec 16, 2014",Box Score,Minnesota Timberwolves,95,Washington Wizards,109,,,2014-12-16 00:00:00,109,95,12/16/2014,Washington,Minnesota,12.5,11.58,11.85,11.16,12.37,13.0,9.36,15.2,12.59,10.57,14.0,12.51,6.47,10.47,13.52,10.2,,11.87
369,369,"Wed, Dec 17, 2014",Box Score,Orlando Magic,92,Boston Celtics,109,,,2014-12-17 00:00:00,109,92,12/17/2014,Boston,Orlando,3.5,2.51,2.9,0.67,4.05,5.0,5.83,4.5,4.09,-12.29,3.0,2.35,3.38,3.98,5.79,3.4,,3.56
370,370,"Wed, Dec 17, 2014",Box Score,Phoenix Suns,111,Charlotte Hornets,106,,,2014-12-17 00:00:00,106,111,12/17/2014,Charlotte,Phoenix,-2.5,-0.46,-2.99,-2.18,-3.07,1.0,0.15,2.7,-3.81,19.0,-3.0,-5.09,-2.19,2.66,-3.82,-2.6,,-2.14
371,371,"Wed, Dec 17, 2014",Box Score,Atlanta Hawks,127,Cleveland Cavaliers,98,,,2014-12-17 00:00:00,98,127,12/17/2014,Cleveland,Atlanta,5.5,2.7,1.57,0.72,3.04,6.0,0.66,8.3,1.12,-9.14,3.0,3.99,4.45,6.54,5.19,4.6,,3.77
372,372,"Wed, Dec 17, 2014",Box Score,Houston Rockets,115,Denver Nuggets,111,OT,,2014-12-17 00:00:00,111,115,12/17/2014,Denver,Houston,-2.0,-2.28,-3.09,-5.32,-1.37,0.0,-1.81,1.0,-2.81,-4.57,-1.0,-2.32,-3.46,-0.82,-1.16,-2.6,,-2.66
373,373,"Wed, Dec 17, 2014",Box Score,Dallas Mavericks,117,Detroit Pistons,106,,,2014-12-17 00:00:00,106,117,12/17/2014,Detroit,Dallas,-7.0,-9.19,-8.79,-9.68,-8.84,-6.5,-6.62,-6.4,-8.14,-28.57,-11.0,-9.17,-7.36,-2.06,-7.54,-7.0,,-7.45
374,374,"Wed, Dec 17, 2014",Box Score,Indiana Pacers,100,Los Angeles Clippers,102,,,2014-12-17 00:00:00,102,100,12/17/2014,LA Clippers,Indiana,11.0,11.56,8.75,8.58,9.27,11.5,8.26,13.0,8.51,24.72,13.0,10.36,10.67,14.63,12.18,9.6,,10.32
375,375,"Wed, Dec 17, 2014",Box Score,Utah Jazz,105,Miami Heat,87,,,2014-12-17 00:00:00,87,105,12/17/2014,Miami,Utah,4.0,4.64,3.49,5.33,2.49,4.5,6.44,8.9,2.19,8.14,5.0,3.36,8.18,-0.57,3.53,5.7,,2.83
376,376,"Wed, Dec 17, 2014",Box Score,Milwaukee Bucks,97,Portland Trail Blazers,104,,,2014-12-17 00:00:00,104,97,12/17/2014,Portland,Milwaukee,9.5,8.06,6.94,6.34,8.27,9.5,7.51,10.1,6.27,-1.29,10.0,9.82,10.29,9.13,10.75,9.0,,9.73
377,377,"Wed, Dec 17, 2014",Box Score,Memphis Grizzlies,117,San Antonio Spurs,116,3OT,,2014-12-17 00:00:00,116,117,12/17/2014,San Antonio,Memphis,3.0,1.7,0.19,-2.1,1.21,1.5,-0.92,6.8,1.19,-13.43,2.0,4.74,7.33,8.93,2.72,2.4,,2.74
378,378,"Wed, Dec 17, 2014",Box Score,Brooklyn Nets,89,Toronto Raptors,105,,,2014-12-17 00:00:00,105,89,12/17/2014,Toronto,Brooklyn,12.5,10.23,10.25,9.08,10.87,11.0,8.54,10.6,11.04,12.43,11.0,11.57,6.53,10.53,14.35,8.6,,7.87
379,379,"Thu, Dec 18, 2014",Box Score,New York Knicks,97,Chicago Bulls,103,,,2014-12-18 00:00:00,103,97,12/18/2014,Chicago,New York,13.0,12.09,9.67,10.53,10.32,11.0,11.71,13.2,8.57,31.57,13.0,8.86,7.68,,12.41,9.5,,10.1
380,380,"Thu, Dec 18, 2014",Box Score,Oklahoma City Thunder,109,Golden State Warriors,114,,,2014-12-18 00:00:00,114,109,12/18/2014,Golden State,Oklahoma City,2.5,8.38,9.54,10.42,9.1,3.0,9.07,10.2,9.0,9.28,6.0,4.75,8.13,,13.43,5.4,,4.57
381,381,"Thu, Dec 18, 2014",Box Score,New Orleans Pelicans,99,Houston Rockets,90,,,2014-12-18 00:00:00,90,99,12/18/2014,Houston,New Orleans,4.5,5.85,4.63,6.27,3.57,5.0,5.67,7.5,4.31,10.86,7.0,0.6,7.61,,7.83,5.4,,4.85
382,382,"Thu, Dec 18, 2014",Box Score,Milwaukee Bucks,108,Sacramento Kings,107,,,2014-12-18 00:00:00,107,108,12/18/2014,Sacramento,Milwaukee,6.5,1.69,1.86,1.36,3.32,5.0,3.39,3.6,0.93,-13.72,1.0,3.24,5.06,,6.56,5.0,,0.36
383,383,"Fri, Dec 19, 2014",Box Score,Minnesota Timberwolves,98,Boston Celtics,114,,,2014-12-19 00:00:00,114,98,12/19/2014,Boston,Minnesota,6.0,5.61,7.71,5.08,8.93,6.0,6.88,10.0,9.75,-16.43,9.0,7.84,1.37,5.34,8.95,6.4,,7.73
384,384,"Fri, Dec 19, 2014",Box Score,Brooklyn Nets,91,Cleveland Cavaliers,95,,,2014-12-19 00:00:00,95,91,12/19/2014,Cleveland,Brooklyn,11.5,8.09,6.88,5.93,7.71,11.0,4.87,11.1,7.11,8.14,7.0,8.82,4.78,13.8,11.15,7.7,,8.32
385,385,"Fri, Dec 19, 2014",Box Score,Los Angeles Clippers,106,Denver Nuggets,109,,,2014-12-19 00:00:00,109,106,12/19/2014,Denver,LA Clippers,-3.5,-4.02,-3.69,-4.3,-3.59,-4.0,-1.53,-1.7,-3.16,-4.43,-3.0,-7.82,-4.6,-5.97,-3.2,-3.8,,-5.52
386,386,"Fri, Dec 19, 2014",Box Score,Toronto Raptors,110,Detroit Pistons,100,,,2014-12-19 00:00:00,100,110,12/19/2014,Detroit,Toronto,-7.5,-10.12,-10.71,-11.41,-10.26,-7.0,-7.14,-5.4,-10.82,-29.72,-10.0,-10.0,-6.58,-3.25,-10.84,-7.3,,-8.21
387,387,"Fri, Dec 19, 2014",Box Score,Oklahoma City Thunder,104,Los Angeles Lakers,103,,,2014-12-19 00:00:00,103,104,12/19/2014,LA Lakers,Oklahoma City,-7.0,-5.83,-3.17,-1.44,-3.94,-7.0,-0.75,-1.4,-4.4,-22.57,-8.0,-6.95,-6.23,-5.22,-1.53,-7.8,,-8.19
388,388,"Fri, Dec 19, 2014",Box Score,Chicago Bulls,103,Memphis Grizzlies,97,,,2014-12-19 00:00:00,97,103,12/19/2014,Memphis,Chicago,6.0,5.02,4.92,6.2,4.29,6.5,4.05,5.3,4.59,7.43,5.0,6.01,2.75,4.27,6.61,5.5,,3.31
389,389,"Fri, Dec 19, 2014",Box Score,Washington Wizards,105,Miami Heat,103,,,2014-12-19 00:00:00,103,105,12/19/2014,Miami,Washington,-6.0,-4.24,-4.76,-4.04,-4.53,-5.0,-0.89,0.6,-6.32,-15.43,-6.0,-6.4,1.93,-2.11,-3.4,-2.1,,-5.95
390,390,"Fri, Dec 19, 2014",Box Score,Utah Jazz,101,Orlando Magic,94,,,2014-12-19 00:00:00,94,101,12/19/2014,Orlando,Utah,4.0,3.6,2.08,2.62,1.14,3.5,2.41,6.0,2.47,14.86,3.0,0.82,2.57,2.13,3.32,3.9,,3.04
391,391,"Fri, Dec 19, 2014",Box Score,Charlotte Hornets,109,Philadelphia 76ers,91,,,2014-12-19 00:00:00,91,109,12/19/2014,Philadelphia,Charlotte,-4.5,-3.89,-3.41,-3.37,-3.13,-5.0,-0.3,0.0,-3.86,-16.0,-1.0,-4.7,-6.3,-3.22,-0.72,-4.8,,-3.64
392,392,"Fri, Dec 19, 2014",Box Score,Portland Trail Blazers,129,San Antonio Spurs,119,3OT,,2014-12-19 00:00:00,119,129,12/19/2014,San Antonio,Portland,4.5,2.56,0.58,-0.57,1.26,4.0,0.18,7.5,1.2,7.86,2.0,1.5,6.87,0.63,3.65,3.19,,-0.06
393,393,"Sat, Dec 20, 2014",Box Score,Utah Jazz,86,Charlotte Hornets,104,,,2014-12-20 00:00:00,104,86,12/20/2014,Charlotte,Utah,4.5,3.13,0.14,-0.09,-0.29,4.0,3.48,4.6,0.8,17.57,0.01,2.86,,4.22,1.15,3.8,,2.45
394,394,"Sat, Dec 20, 2014",Box Score,San Antonio Spurs,93,Dallas Mavericks,99,,,2014-12-20 00:00:00,99,93,12/20/2014,Dallas,San Antonio,10.5,4.14,2.37,2.01,3.02,10.0,5.83,5.2,2.11,10.85,6.0,4.82,,7.29,2.61,-0.3,,2.07
395,395,"Sat, Dec 20, 2014",Box Score,Indiana Pacers,73,Denver Nuggets,76,,,2014-12-20 00:00:00,76,73,12/20/2014,Denver,Indiana,3.5,5.16,3.16,3.35,3.27,4.0,3.97,5.9,2.88,17.29,5.0,2.8,,5.69,5.61,5.2,,2.99
396,396,"Sat, Dec 20, 2014",Box Score,Atlanta Hawks,104,Houston Rockets,97,,,2014-12-20 00:00:00,97,104,12/20/2014,Houston,Atlanta,5.5,1.76,1.42,2.34,0.39,5.0,2.27,4.7,1.73,-1.71,-1.0,1.7,,0.34,4.18,4.7,,1.82
397,397,"Sat, Dec 20, 2014",Box Score,Milwaukee Bucks,102,Los Angeles Clippers,106,,,2014-12-20 00:00:00,106,102,12/20/2014,LA Clippers,Milwaukee,10.0,9.11,5.59,4.61,7.54,10.5,6.3,11.9,4.76,15.57,11.0,8.89,,11.68,11.38,9.2,,10.03
398,398,"Sat, Dec 20, 2014",Box Score,Portland Trail Blazers,114,New Orleans Pelicans,88,,,2014-12-20 00:00:00,88,114,12/20/2014,New Orleans,Portland,6.0,-0.17,-2.39,-3.34,-1.76,5.0,-0.65,2.5,-2.02,12.14,-2.0,-2.46,,4.16,-2.49,-2.4,,-1.44
399,399,"Sat, Dec 20, 2014",Box Score,Phoenix Suns,99,New York Knicks,90,,,2014-12-20 00:00:00,90,99,12/20/2014,New York,Phoenix,-6.0,-3.24,-3.7,-5.2,-3.27,-6.5,-1.71,2.7,-3.06,-7.85,-1.0,-4.33,,-2.58,-3.78,-4.0,,-4.39
400,400,"Sun, Dec 21, 2014",Box Score,Detroit Pistons,105,Brooklyn Nets,110,,,2014-12-21 00:00:00,110,105,12/21/2014,Brooklyn,Detroit,2.0,5.95,4.55,5.31,4.7,2.0,6.49,9.9,3.91,14.07,8.0,3.33,6.82,0.51,6.45,6.0,,3.29
401,401,"Sun, Dec 21, 2014",Box Score,Memphis Grizzlies,91,Cleveland Cavaliers,105,,,2014-12-21 00:00:00,105,91,12/21/2014,Cleveland,Memphis,5.0,-0.09,-1.46,-3.34,-0.44,4.0,-1.67,4.8,-0.75,-6.5,0.01,0.09,0.16,8.25,0.89,-1.3,,0.04
402,402,"Sun, Dec 21, 2014",Box Score,Boston Celtics,84,Miami Heat,100,,,2014-12-21 00:00:00,100,84,12/21/2014,Miami,Boston,1.5,1.28,-0.82,1.39,-1.47,1.0,1.72,5.5,-2.8,6.21,-2.0,0.06,5.36,2.6,-1.05,4.0,,-0.8
403,403,"Sun, Dec 21, 2014",Box Score,Indiana Pacers,100,Minnesota Timberwolves,96,,,2014-12-21 00:00:00,96,100,12/21/2014,Minnesota,Indiana,-3.5,-1.66,-3.92,-2.35,-4.59,-3.0,0.6,-1.2,-5.51,7.64,-4.0,-4.11,1.21,1.05,-2.74,-2.4,,-2.88
404,404,"Sun, Dec 21, 2014",Box Score,New Orleans Pelicans,101,Oklahoma City Thunder,99,,,2014-12-21 00:00:00,99,101,12/21/2014,Oklahoma City,New Orleans,8.0,4.7,0.9,-0.31,1.79,6.0,1.87,7.3,1.36,8.64,8.0,7.18,4.81,6.04,5.3,7.9,,4.98
405,405,"Sun, Dec 21, 2014",Box Score,Philadelphia 76ers,96,Orlando Magic,88,,,2014-12-21 00:00:00,88,96,12/21/2014,Orlando,Philadelphia,9.0,9.34,8.16,7.75,8.4,8.5,5.37,11.4,8.53,19.79,10.0,8.9,8.22,6.06,9.6,9.0,,9.55
406,406,"Sun, Dec 21, 2014",Box Score,Los Angeles Lakers,101,Sacramento Kings,108,,,2014-12-21 00:00:00,108,101,12/21/2014,Sacramento,LA Lakers,7.5,4.65,4.71,3.85,6.25,7.5,6.79,5.2,4.11,-6.14,4.0,5.08,7.13,5.06,9.03,6.2,,3.85
407,407,"Sun, Dec 21, 2014",Box Score,New York Knicks,108,Toronto Raptors,118,,,2014-12-21 00:00:00,118,108,12/21/2014,Toronto,New York,12.0,13.72,12.97,13.73,13.31,12.5,12.44,12.9,12.5,24.36,14.0,15.16,8.76,10.21,17.0,11.1,,13.6
408,408,"Sun, Dec 21, 2014",Box Score,Phoenix Suns,104,Washington Wizards,92,,,2014-12-21 00:00:00,92,104,12/21/2014,Washington,Phoenix,6.0,6.79,4.32,5.7,4.05,7.0,5.68,8.1,3.22,31.43,6.0,4.53,1.98,5.29,6.5,4.4,,3.8
409,409,"Mon, Dec 22, 2014",Box Score,Toronto Raptors,120,Chicago Bulls,129,,,2014-12-22 00:00:00,129,120,12/22/2014,Chicago,Toronto,4.5,0.89,-1.79,-1.6,-1.21,4.5,2.35,6.2,-2.56,0.79,2.0,3.83,1.39,3.76,-0.77,-0.8,,0.92
410,410,"Mon, Dec 22, 2014",Box Score,Denver Nuggets,82,Charlotte Hornets,110,,,2014-12-22 00:00:00,110,82,12/22/2014,Charlotte,Denver,2.5,-0.84,-2.05,-2.64,-2.21,0.0,1.68,2.7,-1.29,-7.43,-1.0,-0.4,0.36,3.01,-0.89,-1.7,,0.09
411,411,"Mon, Dec 22, 2014",Box Score,Atlanta Hawks,105,Dallas Mavericks,102,,,2014-12-22 00:00:00,102,105,12/22/2014,Dallas,Atlanta,4.5,3.42,2.13,0.96,2.87,5.5,3.41,6.6,2.72,-4.35,2.0,6.21,6.17,3.79,3.79,4.6,,7.02
412,412,"Mon, Dec 22, 2014",Box Score,Sacramento Kings,108,Golden State Warriors,128,,,2014-12-22 00:00:00,128,108,12/22/2014,Golden State,Sacramento,11.0,13.09,10.4,10.01,9.87,12.0,8.58,16.2,11.42,33.93,15.0,12.8,12.12,10.08,12.24,11.0,,9.65
413,413,"Mon, Dec 22, 2014",Box Score,Portland Trail Blazers,95,Houston Rockets,110,,,2014-12-22 00:00:00,110,95,12/22/2014,Houston,Portland,3.5,0.21,-1.23,-0.58,-2.08,2.5,0.76,1.8,-0.87,6.21,-2.0,-2.18,1.82,3.07,-0.88,-2.1,,1.25
414,414,"Mon, Dec 22, 2014",Box Score,Utah Jazz,97,Memphis Grizzlies,91,,,2014-12-22 00:00:00,91,97,12/22/2014,Memphis,Utah,8.5,10.86,10.04,11.05,9.8,8.0,11.07,12.4,9.53,23.14,11.0,9.1,9.82,0.32,13.61,10.6,,10.59
415,415,"Mon, Dec 22, 2014",Box Score,Los Angeles Clippers,118,San Antonio Spurs,125,,,2014-12-22 00:00:00,125,118,12/22/2014,San Antonio,LA Clippers,-1.0,0.85,1.2,-0.17,1.15,0.0,1.12,4.6,2.74,-0.65,1.0,-0.44,4.37,-5.26,2.31,0.3,,-0.41
416,416,"Tue, Dec 23, 2014",Box Score,Los Angeles Clippers,104,Atlanta Hawks,107,,,2014-12-23 00:00:00,107,104,12/23/2014,Atlanta,LA Clippers,1.5,2.41,2.53,2.39,1.88,-1.0,4.13,3.8,3.25,13.35,5.0,-2.42,-1.9,-0.64,2.8,-1.5,,1.07
417,417,"Tue, Dec 23, 2014",Box Score,Denver Nuggets,96,Brooklyn Nets,102,,,2014-12-23 00:00:00,102,96,12/23/2014,Brooklyn,Denver,2.0,1.06,0.04,-0.63,0.41,1.5,2.71,4.7,0.4,-1.43,2.0,1.9,2.47,3.58,0.46,-1.2,,-0.52
418,418,"Tue, Dec 23, 2014",Box Score,Minnesota Timberwolves,104,Cleveland Cavaliers,125,,,2014-12-23 00:00:00,125,104,12/23/2014,Cleveland,Minnesota,13.5,12.56,12.32,11.09,13.52,15.0,8.41,17.1,12.83,8.57,14.0,14.03,7.72,16.39,15.07,11.9,,12.9
419,419,"Tue, Dec 23, 2014",Box Score,New Orleans Pelicans,84,Indiana Pacers,96,,,2014-12-23 00:00:00,96,84,12/23/2014,Indiana,New Orleans,-1.5,-1.72,-2.43,-3.21,-1.25,-1.0,0.23,2.3,-2.79,-8.86,1.0,-4.55,0.41,-2.74,2.05,-2.6,,-1.7
420,420,"Tue, Dec 23, 2014",Box Score,Golden State Warriors,105,Los Angeles Lakers,115,,,2014-12-23 00:00:00,115,105,12/23/2014,LA Lakers,Golden State,-9.5,-10.57,-11.81,-11.8,-11.48,-10.0,-7.44,-6.5,-12.24,-18.79,-10.0,-9.82,-11.94,-3.99,-11.17,-10.8,,-10.17
421,421,"Tue, Dec 23, 2014",Box Score,Philadelphia 76ers,91,Miami Heat,87,,,2014-12-23 00:00:00,87,91,12/23/2014,Miami,Philadelphia,8.0,9.69,8.95,9.21,9.02,8.0,8.75,12.1,8.7,15.93,9.0,9.17,13.08,3.0,9.99,10.5,,8.23
422,422,"Tue, Dec 23, 2014",Box Score,Charlotte Hornets,108,Milwaukee Bucks,101,,,2014-12-23 00:00:00,101,108,12/23/2014,Milwaukee,Charlotte,6.0,4.57,4.56,4.36,4.12,5.0,3.87,6.4,5.22,9.86,4.0,4.71,0.73,4.53,6.29,4.2,,1.09
423,423,"Tue, Dec 23, 2014",Box Score,Portland Trail Blazers,115,Oklahoma City Thunder,111,OT,,2014-12-23 00:00:00,111,115,12/23/2014,Oklahoma City,Portland,6.0,0.34,-3.84,-5.2,-2.88,7.0,-2.25,2.6,-3.35,4.07,-1.0,4.12,0.58,5.39,-2.29,4.7,,4.16
424,424,"Tue, Dec 23, 2014",Box Score,Boston Celtics,95,Orlando Magic,100,,,2014-12-23 00:00:00,100,95,12/23/2014,Orlando,Boston,2.0,0.51,-1.26,-0.14,-1.51,2.5,-1.31,3.4,-2.24,10.07,-1.0,0.12,-0.26,3.66,-1.43,-1.1,,0.21
425,425,"Tue, Dec 23, 2014",Box Score,Dallas Mavericks,115,Phoenix Suns,124,,,2014-12-23 00:00:00,124,115,12/23/2014,Phoenix,Dallas,1.5,-2.18,-2.58,-3.05,-2.96,-2.0,-1.03,1.0,-1.8,-12.36,-1.0,-1.37,-0.42,2.56,-1.98,-3.0,,-2.48
426,426,"Tue, Dec 23, 2014",Box Score,Chicago Bulls,99,Washington Wizards,91,,,2014-12-23 00:00:00,91,99,12/23/2014,Washington,Chicago,3.0,1.88,0.5,0.98,0.04,3.5,0.7,1.5,0.52,11.57,-1.0,3.61,0.62,4.13,2.84,0.2,,0.04
427,427,"Thu, Dec 25, 2014",Box Score,Los Angeles Lakers,93,Chicago Bulls,113,,,2014-12-25 00:00:00,113,93,12/25/2014,Chicago,LA Lakers,10.5,10.71,9.42,8.72,10.08,11.0,11.22,13.3,9.61,14.36,12.0,9.72,11.81,7.73,12.36,9.2,,10.45
428,428,"Thu, Dec 25, 2014",Box Score,Golden State Warriors,86,Los Angeles Clippers,100,,,2014-12-25 00:00:00,100,86,12/25/2014,LA Clippers,Golden State,1.5,-1.6,-3.24,-4.0,-1.72,2.5,-0.12,2.9,-3.87,-14.93,2.0,-0.77,0.25,4.27,-0.34,-2.8,,-0.09
429,429,"Thu, Dec 25, 2014",Box Score,Cleveland Cavaliers,91,Miami Heat,101,,,2014-12-25 00:00:00,101,91,12/25/2014,Miami,Cleveland,-6.0,-3.99,-4.56,-3.54,-5.39,-6.0,0.7,-1.7,-5.07,-0.57,-5.0,-8.61,0.77,-7.73,-4.77,-3.9,,-6.54
430,430,"Thu, Dec 25, 2014",Box Score,Washington Wizards,102,New York Knicks,91,,,2014-12-25 00:00:00,91,102,12/25/2014,New York,Washington,-5.5,-6.15,-5.82,-9.41,-4.98,-4.5,-4.25,0.0,-3.64,-24.72,-3.0,-7.39,-1.46,-2.36,-5.59,-6.3,,-7.11
431,431,"Thu, Dec 25, 2014",Box Score,Oklahoma City Thunder,114,San Antonio Spurs,106,,,2014-12-25 00:00:00,106,114,12/25/2014,San Antonio,Oklahoma City,6.0,3.26,5.24,5.26,5.27,5.5,4.95,7.8,5.29,-8.29,3.0,2.17,7.79,3.9,6.38,-2.3,,-0.76
432,432,"Fri, Dec 26, 2014",Box Score,Milwaukee Bucks,107,Atlanta Hawks,77,,,2014-12-26 00:00:00,77,107,12/26/2014,Atlanta,Milwaukee,9.5,8.92,6.99,7.16,7.93,9.5,7.72,10.9,5.92,19.3,12.0,5.62,7.96,9.92,9.85,6.5,,7.14
433,433,"Fri, Dec 26, 2014",Box Score,Brooklyn Nets,109,Boston Celtics,107,,,2014-12-26 00:00:00,107,109,12/26/2014,Boston,Brooklyn,,2.71,2.54,0.77,3.16,,3.76,4.1,3.73,0.7,3.0,1.23,0.06,2.5,6.54,3.3,,2.52
434,434,"Fri, Dec 26, 2014",Box Score,Los Angeles Lakers,98,Dallas Mavericks,102,,,2014-12-26 00:00:00,102,98,12/26/2014,Dallas,LA Lakers,12.0,11.13,10.13,8.32,11.56,12.5,10.75,12.2,10.86,9.1,12.0,14.64,13.22,8.11,14.05,10.2,,10.71
435,435,"Fri, Dec 26, 2014",Box Score,Minnesota Timberwolves,102,Denver Nuggets,106,,,2014-12-26 00:00:00,106,102,12/26/2014,Denver,Minnesota,10.5,8.31,8.72,7.67,9.39,10.0,6.18,11.5,9.6,5.7,11.0,6.62,5.94,,11.09,8.4,,6.23
436,436,"Fri, Dec 26, 2014",Box Score,Indiana Pacers,109,Detroit Pistons,119,,,2014-12-26 00:00:00,119,109,12/26/2014,Detroit,Indiana,-2.5,-2.03,-2.77,-4.2,-2.58,-3.0,-0.81,-0.2,-1.89,-5.9,-4.0,-2.81,-0.69,3.02,-1.01,-2.6,,-1.92
437,437,"Fri, Dec 26, 2014",Box Score,Houston Rockets,117,Memphis Grizzlies,111,OT,,2014-12-26 00:00:00,111,117,12/26/2014,Memphis,Houston,2.0,2.8,2.35,1.97,3.59,2.0,3.56,5.8,1.57,5.1,1.0,2.34,1.81,-2.41,6.78,5.2,,0.52
438,438,"Fri, Dec 26, 2014",Box Score,San Antonio Spurs,90,New Orleans Pelicans,97,,,2014-12-26 00:00:00,97,90,12/26/2014,New Orleans,San Antonio,3.5,0.56,-0.88,-0.61,-1.18,2.0,1.72,1.8,-0.92,12.4,0.01,0.52,-5.46,4.38,-1.57,-2.2,,-0.17
