,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,line,game_date
765,766,"Wed, Feb 13, 2008",Box Score,San Antonio Spurs,112,Cleveland Cavaliers,105,,,-3.5,0
766,767,"Wed, Feb 13, 2008",Box Score,Portland Trail Blazers,76,Dallas Mavericks,96,,,3.5,0
767,768,"Wed, Feb 13, 2008",Box Score,Indiana Pacers,80,Detroit Pistons,96,,,10,0
768,769,"Wed, Feb 13, 2008",Box Score,Phoenix Suns,118,Golden State Warriors,120,,,2.5,0
769,770,"Wed, Feb 13, 2008",Box Score,Sacramento Kings,87,Houston Rockets,89,,,9.5,0
770,771,"Wed, Feb 13, 2008",Box Score,Washington Wizards,91,Los Angeles Clippers,89,,,3,0
771,772,"Wed, Feb 13, 2008",Box Score,New Orleans Hornets,111,Milwaukee Bucks,107,,,-6.5,0
772,773,"Wed, Feb 13, 2008",Box Score,Los Angeles Lakers,117,Minnesota Timberwolves,92,,,-9,0
773,774,"Wed, Feb 13, 2008",Box Score,Denver Nuggets,98,Orlando Magic,109,,,6,0
774,775,"Wed, Feb 13, 2008",Box Score,Memphis Grizzlies,88,Philadelphia 76ers,102,,,9.5,0
775,776,"Wed, Feb 13, 2008",Box Score,Utah Jazz,112,Seattle SuperSonics,93,,,-6,0
776,777,"Wed, Feb 13, 2008",Box Score,New Jersey Nets,91,Toronto Raptors,109,,,9.5,0
777,778,"Thu, Feb 14, 2008",Box Score,Miami Heat,92,Chicago Bulls,99,,,1.5,0
778,779,"Thu, Feb 14, 2008",Box Score,Dallas Mavericks,97,Phoenix Suns,109,,,8,0
779,780,"Tue, Feb 19, 2008",Box Score,Houston Rockets,93,Cleveland Cavaliers,85,,,1,0
780,781,"Tue, Feb 19, 2008",Box Score,Boston Celtics,118,Denver Nuggets,124,,,1,0
781,782,"Tue, Feb 19, 2008",Box Score,Orlando Magic,103,Detroit Pistons,85,,,6.5,0
782,783,"Tue, Feb 19, 2008",Box Score,Atlanta Hawks,93,Los Angeles Lakers,122,,,11,0
783,784,"Tue, Feb 19, 2008",Box Score,Philadelphia 76ers,88,Minnesota Timberwolves,104,,,-3,0
784,785,"Tue, Feb 19, 2008",Box Score,Sacramento Kings,105,Portland Trail Blazers,94,,,4.5,0
785,786,"Tue, Feb 19, 2008",Box Score,Charlotte Bobcats,65,San Antonio Spurs,85,,,11,0
786,787,"Tue, Feb 19, 2008",Box Score,Memphis Grizzlies,101,Seattle SuperSonics,108,,,5.5,0
787,788,"Tue, Feb 19, 2008",Box Score,Golden State Warriors,109,Utah Jazz,119,,,6.5,0
788,789,"Tue, Feb 19, 2008",Box Score,New York Knicks,113,Washington Wizards,100,OT,,6.5,0
789,790,"Wed, Feb 20, 2008",Box Score,Boston Celtics,117,Golden State Warriors,119,,,-3,0
790,791,"Wed, Feb 20, 2008",Box Score,Cleveland Cavaliers,106,Indiana Pacers,97,,,10,0
791,792,"Wed, Feb 20, 2008",Box Score,Memphis Grizzlies,86,Los Angeles Clippers,100,,,-2,0
792,793,"Wed, Feb 20, 2008",Box Score,Detroit Pistons,98,Milwaukee Bucks,103,,,7,0
793,794,"Wed, Feb 20, 2008",Box Score,Chicago Bulls,102,New Jersey Nets,110,OT,,-6.5,0
794,795,"Wed, Feb 20, 2008",Box Score,Dallas Mavericks,93,New Orleans Hornets,104,,,-7.5,0
795,796,"Wed, Feb 20, 2008",Box Score,New York Knicks,84,Philadelphia 76ers,124,,,-3.5,0
796,797,"Wed, Feb 20, 2008",Box Score,Los Angeles Lakers,130,Phoenix Suns,124,,,3,0
797,798,"Wed, Feb 20, 2008",Box Score,Atlanta Hawks,107,Sacramento Kings,119,,,6.5,0
798,799,"Wed, Feb 20, 2008",Box Score,Orlando Magic,110,Toronto Raptors,127,,,3,0
799,800,"Thu, Feb 21, 2008",Box Score,Miami Heat,100,Houston Rockets,112,,,7,0
800,801,"Thu, Feb 21, 2008",Box Score,San Antonio Spurs,100,Minnesota Timberwolves,99,,,6,0
801,802,"Thu, Feb 21, 2008",Box Score,Seattle SuperSonics,88,Portland Trail Blazers,92,,,4.5,0
802,803,"Fri, Feb 22, 2008",Box Score,Sacramento Kings,116,Charlotte Bobcats,115,OT,,11.5,0
803,804,"Fri, Feb 22, 2008",Box Score,Denver Nuggets,121,Chicago Bulls,135,,,9.5,0
804,805,"Fri, Feb 22, 2008",Box Score,Washington Wizards,89,Cleveland Cavaliers,90,,,-8,0
805,806,"Fri, Feb 22, 2008",Box Score,Milwaukee Bucks,100,Detroit Pistons,127,,,7.5,0
806,807,"Fri, Feb 22, 2008",Box Score,Atlanta Hawks,117,Golden State Warriors,110,,,2.5,0
807,808,"Fri, Feb 22, 2008",Box Score,New Jersey Nets,103,Indiana Pacers,113,,,-5.5,0
808,809,"Fri, Feb 22, 2008",Box Score,Utah Jazz,104,Los Angeles Clippers,114,,,-10.5,0
809,810,"Fri, Feb 22, 2008",Box Score,Dallas Mavericks,98,Memphis Grizzlies,83,,,11.5,0
810,811,"Fri, Feb 22, 2008",Box Score,Houston Rockets,100,New Orleans Hornets,80,,,9.5,0
811,812,"Fri, Feb 22, 2008",Box Score,Toronto Raptors,99,New York Knicks,103,,,1,0
812,813,"Fri, Feb 22, 2008",Box Score,Philadelphia 76ers,99,Orlando Magic,115,,,-2.5,0
813,814,"Fri, Feb 22, 2008",Box Score,Boston Celtics,77,Phoenix Suns,85,,,-9,0
814,815,"Fri, Feb 22, 2008",Box Score,Portland Trail Blazers,87,Seattle SuperSonics,99,,,10.5,0
815,816,"Sat, Feb 23, 2008",Box Score,Los Angeles Lakers,113,Los Angeles Clippers,95,,,12,0
816,817,"Sat, Feb 23, 2008",Box Score,Philadelphia 76ers,101,Miami Heat,96,OT,,14.5,0
817,818,"Sat, Feb 23, 2008",Box Score,Denver Nuggets,109,Milwaukee Bucks,115,,,10.5,0
818,819,"Sat, Feb 23, 2008",Box Score,Indiana Pacers,91,New Jersey Nets,102,,,15.5,0
819,820,"Sat, Feb 23, 2008",Box Score,New Orleans Hornets,89,San Antonio Spurs,98,,,-12,0
820,821,"Sat, Feb 23, 2008",Box Score,Atlanta Hawks,94,Utah Jazz,100,,,-1.5,0
821,822,"Sat, Feb 23, 2008",Box Score,Charlotte Bobcats,95,Washington Wizards,110,,,-3,0
822,823,"Sun, Feb 24, 2008",Box Score,Memphis Grizzlies,89,Cleveland Cavaliers,109,,,-7,0
823,824,"Sun, Feb 24, 2008",Box Score,Chicago Bulls,97,Houston Rockets,110,,,-5,0
824,825,"Sun, Feb 24, 2008",Box Score,Dallas Mavericks,99,Minnesota Timberwolves,83,,,5.5,0
825,826,"Sun, Feb 24, 2008",Box Score,Sacramento Kings,93,Orlando Magic,112,,,10.5,0
826,827,"Sun, Feb 24, 2008",Box Score,Detroit Pistons,116,Phoenix Suns,86,,,1.5,0
827,828,"Sun, Feb 24, 2008",Box Score,Boston Celtics,112,Portland Trail Blazers,102,,,2,0
828,829,"Sun, Feb 24, 2008",Box Score,Los Angeles Lakers,111,Seattle SuperSonics,91,,,7.5,0
829,830,"Sun, Feb 24, 2008",Box Score,New York Knicks,92,Toronto Raptors,115,,,3,0
830,831,"Mon, Feb 25, 2008",Box Score,Chicago Bulls,94,Dallas Mavericks,102,,,-1.5,0
