"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","lineopen","linemoore","linepower","linegreen","linel2"
"01/29/2005","Memphis",84,"Atlanta",83,13.0,13.65,14.67,13.61,15.84,13.0,11.11,15.9,11.20,14.23
"01/29/2005","San Antonio",93,"New orleans",83,18.0,17.78,19.94,20.26,20.65,17.0,14.30,18.8,14.90,17.79
"01/29/2005","Utah",82,"New Jersey",99,6.5,6.42,3.68,3.04,4.45,5.5,2.00,4.4,3.52,21.12
"01/29/2005","Washington",97,"Orlando",103,5.5,4.16,5.37,5.74,5.16,5.0,3.35,5.6,3.95,1.14
"01/30/2005","Cleveland",104,"Milwaukee",87,4.0,7.40,7.70,7.82,7.61,5.5,5.84,8.7,5.53,8.90
"01/30/2005","LA Lakers",101,"Charlotte",90,7.5,9.26,11.64,12.44,10.90,8.0,5.89,10.2,7.13,9.01
"01/30/2005","Miami",104,"Houston",95,6.0,7.25,7.57,8.27,6.90,7.0,4.48,8.5,5.23,10.10
"01/30/2005","Minnesota",84,"Sacramento",94,4.5,1.34,0.67,0.16,1.13,5.5,0.11,3.3,0.68,2.66
"01/30/2005","Toronto",105,"Phoenix",123,-7.5,-4.97,-6.55,-6.85,-6.23,-6.5,-4.30,-1.1,-4.39,-6.94
"01/31/2005","Atlanta",80,"Orlando",79,-5.0,-5.12,-6.58,-7.26,-5.93,-6.5,-4.15,-2.0,-4.03,-7.35
"01/31/2005","Boston",94,"Houston",97,1.5,3.06,1.81,2.08,1.54,2.5,0.98,3.8,1.84,8.14
"01/31/2005","LA Clippers",96,"New York",89,5.5,6.15,5.25,5.23,5.27,6.0,4.03,6.9,4.00,11.49
"01/31/2005","New orleans",91,"Memphis",98,-6.0,-5.30,-6.17,-6.84,-6.07,-6.5,-5.76,-2.9,-4.84,-5.40
"01/31/2005","Philadelphia",89,"Indiana",88,1.5,3.38,3.77,3.68,3.86,1.0,2.16,5.7,2.72,2.18
"01/31/2005","Seattle",84,"San Antonio",103,-5.0,-1.08,-0.85,0.33,-2.66,-3.0,-3.06,-2.1,-2.01,3.05
"02/01/2005","Dallas",109,"Miami",104,3.0,3.17,2.32,1.42,3.27,3.5,1.63,3.4,1.94,7.37
"02/01/2005","Denver",96,"New York",76,9.5,4.48,5.02,5.62,4.42,9.5,2.71,8.8,3.29,2.06
"02/01/2005","LA Lakers",92,"Portland",79,3.5,4.25,5.15,5.38,4.92,4.5,3.23,5.1,3.01,3.86
"02/01/2005","Memphis",108,"Phoenix",97,-7.0,-1.82,-2.87,-3.51,-2.17,-4.5,-0.97,3.2,-1.66,-5.80
"02/01/2005","Milwaukee",91,"Minnesota",86,-3.5,-0.27,-1.49,-1.79,-1.18,-4.0,-1.93,0.9,-1.13,3.50
"02/01/2005","New Jersey",107,"Chicago",97,2.0,0.79,0.36,1.18,-0.65,2.5,-1.55,4.2,-0.29,1.82
"02/01/2005","Orlando",105,"Cleveland",102,4.5,0.92,1.07,2.25,-0.12,5.5,-0.23,3.9,0.43,-0.72
"02/01/2005","Sacramento",101,"Seattle",106,7.5,2.30,2.74,3.04,2.48,6.5,2.68,8.0,2.29,-4.72
"02/01/2005","Utah",105,"Charlotte",109,11.0,8.17,7.91,8.69,7.24,11.0,3.23,7.8,5.20,16.85
"02/01/2005","Washington",96,"Detroit",105,-2.0,2.29,2.97,4.30,1.75,2.0,0.82,1.4,1.94,3.55
"02/02/2005","Boston",110,"New Jersey",89,5.5,6.95,5.18,4.20,6.32,5.5,3.97,5.9,4.54,16.78
"02/02/2005","Detroit",99,"Atlanta",84,13.0,12.50,14.22,13.72,14.76,13.0,9.96,15.4,9.86,11.32
"02/02/2005","Golden State",107,"Sacramento",111,-4.5,-5.30,-7.52,-8.43,-6.72,-3.0,-5.29,-4.4,-4.74,-2.24
"02/02/2005","Indiana",97,"Toronto",98,7.0,3.10,3.70,4.40,2.99,6.5,1.85,6.7,2.54,0.14
"02/02/2005","Minnesota",79,"Phoenix",108,-4.0,-3.26,-3.51,-3.27,-3.75,-2.5,-2.81,1.1,-2.44,-8.39
"02/02/2005","New orleans",82,"Dallas",90,-7.5,-7.76,-9.03,-10.10,-8.61,-7.5,-6.90,-3.1,-6.23,-11.64
"02/02/2005","Philadelphia",95,"Houston",118,0.0,1.72,1.28,2.16,0.39,0.0,-0.02,3.7,1.25,2.81
"02/02/2005","Portland",97,"Denver",94,0.0,2.65,1.82,1.63,2.01,2.0,0.87,2.8,1.61,6.97
"02/03/2005","LA Lakers",91,"San Antonio",103,-9.0,-5.98,-6.17,-5.10,-7.75,-3.0,-5.99,-5.2,-5.63,-6.20
"02/03/2005","Memphis",103,"LA Clippers",106,6.0,5.56,6.06,5.80,6.38,6.5,4.90,10.1,4.60,1.60
"02/03/2005","Miami",100,"Cleveland",88,6.0,5.27,6.34,7.09,5.60,6.5,4.05,8.8,4.22,1.84
"02/04/2005","Boston",112,"Orlando",100,4.5,3.04,2.09,1.07,3.09,4.0,2.52,5.3,2.43,3.81
"02/04/2005","Golden State",90,"New orleans",82,5.5,3.80,4.00,5.39,3.34,6.0,2.46,4.1,3.23,4.30
"02/04/2005","Indiana",95,"Dallas",94,-5.0,-3.11,-3.48,-2.90,-4.10,-4.0,-3.36,1.1,-2.18,-7.24
"02/04/2005","Milwaukee",92,"LA Clippers",90,3.5,0.37,0.54,0.53,0.54,3.0,-1.16,3.0,0.00,-0.69
"02/04/2005","Minnesota",113,"Houston",119,2.0,2.52,2.59,3.11,2.06,2.0,0.29,2.3,1.93,5.43
"02/04/2005","Philadelphia",103,"Atlanta",85,10.0,9.36,10.83,11.11,10.59,10.0,6.57,11.2,7.65,9.02
"02/04/2005","Portland",101,"Charlotte",89,9.0,7.85,9.45,9.80,9.14,8.5,4.56,9.3,5.96,8.35
"02/04/2005","Sacramento",116,"New York",115,10.0,9.45,10.79,11.50,10.13,11.0,7.55,12.4,7.27,7.84
"02/04/2005","Toronto",103,"Washington",100,2.5,1.56,-0.02,-1.39,1.24,2.0,-0.05,4.6,0.38,4.61
"02/05/2005","Atlanta",79,"Indiana",84,-3.5,-3.45,-4.29,-4.26,-4.37,-4.0,-3.53,-1.5,-3.42,-3.65
"02/05/2005","Cleveland",101,"Orlando",92,7.5,5.15,5.05,3.68,6.45,6.5,3.65,6.2,3.79,7.11
"02/05/2005","Denver",107,"Golden State",91,12.5,6.83,8.26,9.10,7.52,11.0,4.75,11.3,5.43,2.85
"02/05/2005","Miami",108,"Chicago",97,8.0,9.78,9.61,9.68,9.57,9.0,5.43,10.4,6.25,17.36
"02/05/2005","New Jersey",107,"Detroit",85,-4.5,-2.92,-2.36,-1.31,-3.55,-2.5,-3.26,0.0,-2.03,-7.37
"02/05/2005","Phoenix",114,"New York",106,15.0,13.77,14.38,14.42,14.40,14.0,10.39,14.4,10.12,18.88
"02/05/2005","Portland",114,"Sacramento",108,0.0,-1.44,-2.95,-3.46,-2.51,-1.5,-2.39,0.2,-1.68,1.19
"02/05/2005","Seattle",113,"Charlotte",99,14.5,14.03,16.77,17.36,16.24,14.5,9.06,12.8,10.48,18.26
"02/05/2005","Utah",108,"New orleans",92,12.5,7.38,6.64,8.61,5.41,12.0,3.42,5.7,4.90,16.24
"02/05/2005","Washington",112,"Milwaukee",94,5.5,5.48,6.60,7.98,5.30,7.0,4.95,6.9,4.83,2.93
"02/06/2005","Houston",103,"LA Lakers",102,9.0,4.57,4.58,4.21,4.97,7.5,3.60,9.4,3.51,1.75
"02/06/2005","Minnesota",100,"Boston",103,6.0,2.80,4.45,4.64,4.25,4.5,0.85,4.1,2.50,0.49
"02/06/2005","Philadelphia",106,"LA Clippers",104,4.5,1.57,2.59,3.43,1.75,5.5,0.72,5.5,1.61,-3.62
"02/06/2005","Toronto",113,"Dallas",122,-5.5,-2.36,-2.58,-2.23,-3.03,-4.0,-2.90,0.2,-1.99,-4.19
"02/07/2005","Atlanta",114,"LA Lakers",108,-3.0,-4.37,-5.99,-5.72,-6.33,-3.0,-4.60,-1.0,-4.10,-4.46
"02/07/2005","Miami",105,"Golden State",96,14.0,13.05,14.55,15.46,13.75,14.5,10.55,15.8,10.00,12.75
"02/07/2005","New Jersey",107,"Philadelphia",97,5.0,0.57,1.30,1.53,0.97,4.0,0.61,4.8,0.60,-5.07
"02/07/2005","Utah",99,"New York",102,7.5,4.51,2.40,2.93,1.90,7.0,1.58,4.3,1.99,14.34
"02/07/2005","Washington",108,"Indiana",104,4.0,4.79,5.63,6.51,4.83,4.0,3.92,4.7,3.92,4.84
"02/08/2005","Charlotte",85,"San Antonio",104,-8.5,-12.29,-14.45,-13.92,-15.53,-6.0,-11.24,-10.3,-10.76,-12.02
"02/08/2005","Cleveland",104,"Toronto",91,8.0,6.38,6.71,6.65,6.81,7.5,4.55,7.8,4.72,7.76
"02/08/2005","Dallas",100,"Chicago",107,8.5,10.15,9.22,8.45,10.08,8.5,5.42,9.1,6.32,21.54
"02/08/2005","Denver",97,"Utah",87,8.0,3.77,6.56,6.68,6.44,7.5,4.30,10.1,4.18,-9.09
"02/08/2005","Memphis",108,"Minnesota",96,4.5,5.63,5.09,4.41,5.82,4.0,5.06,8.6,4.08,5.79
"02/08/2005","Milwaukee",121,"Boston",97,2.0,0.17,0.82,0.85,0.79,1.5,-2.05,0.9,-0.29,0.79
"02/08/2005","Orlando",109,"Golden State",113,11.0,8.37,9.04,10.66,7.54,12.5,5.58,10.3,5.93,10.19
"02/08/2005","Sacramento",123,"Phoenix",125,-2.5,-1.54,-0.63,0.07,-1.29,0.0,-1.52,2.4,-1.03,-7.85
"02/08/2005","Seattle",108,"New orleans",91,14.0,13.94,16.15,18.21,14.78,15.0,9.94,12.1,10.94,17.65
"02/09/2005","Boston",94,"LA Clippers",89,3.5,3.17,3.32,3.54,3.11,4.5,2.22,6.1,2.34,1.71
"02/09/2005","Houston",105,"Chicago",92,6.0,5.87,5.41,5.17,5.64,6.5,2.97,7.5,3.47,10.46
"02/09/2005","Indiana",94,"Charlotte",87,12.0,8.58,9.93,10.51,9.39,11.5,5.89,10.8,6.69,8.21
"02/09/2005","Minnesota",98,"Denver",92,3.0,4.15,4.13,3.85,4.39,3.5,1.88,3.4,2.95,8.43
"02/09/2005","New Jersey",103,"LA Lakers",104,5.0,0.22,0.73,1.66,-0.29,5.5,0.46,5.8,0.56,-6.89
"02/09/2005","New York",110,"Miami",116,-7.0,-4.44,-4.89,-5.59,-4.24,-7.5,-5.22,-2.7,-3.34,-5.57
"02/09/2005","Philadelphia",95,"Memphis",98,2.0,-0.74,-0.21,1.09,-1.60,1.5,-2.62,1.5,-0.76,-2.02
"02/09/2005","Portland",80,"New orleans",91,12.0,8.30,9.55,11.46,8.32,11.5,6.36,9.1,6.84,7.73
"02/09/2005","Toronto",107,"Milwaukee",110,5.0,3.95,3.93,3.64,4.21,5.0,2.82,5.8,2.90,4.34
"02/09/2005","Washington",95,"San Antonio",87,-2.0,-5.35,-5.47,-3.50,-7.80,-3.0,-5.35,-5.2,-4.87,-5.36
"02/10/2005","Detroit",103,"LA Lakers",81,11.5,5.15,5.14,4.96,5.32,9.5,4.17,9.0,3.79,3.67
"02/10/2005","Orlando",101,"Atlanta",96,12.0,10.39,11.47,11.81,11.24,10.5,7.05,10.8,7.69,13.74
"02/10/2005","Seattle",115,"Sacramento",107,3.0,4.90,4.46,4.55,4.39,3.5,2.32,4.0,3.02,11.11
"02/11/2005","Boston",111,"New York",94,6.0,6.55,5.71,6.15,5.29,7.0,5.13,8.3,4.41,10.01
"02/11/2005","Charlotte",87,"Miami",97,-10.5,-8.25,-10.40,-11.33,-9.60,0.0,-7.80,-6.0,-6.70,-8.08
"02/11/2005","Cleveland",101,"Denver",106,5.5,6.87,6.21,5.72,6.73,7.0,4.39,5.6,4.36,14.45
"02/11/2005","Indiana",83,"Houston",91,0.0,0.80,0.18,0.55,-0.21,1.0,-1.27,1.5,0.40,3.83
"02/11/2005","Memphis",88,"Portland",82,7.5,7.54,7.43,6.89,8.02,7.0,6.78,10.4,5.89,7.25
"02/11/2005","New Jersey",91,"San Antonio",101,-5.5,-9.22,-9.22,-7.58,-11.57,-4.5,-7.79,-4.7,-7.37,-16.29
"02/11/2005","New orleans",111,"Golden State",108,2.5,1.99,1.50,0.66,1.92,1.0,0.73,5.5,1.06,2.09
"02/11/2005","Phoenix",105,"Seattle",113,9.5,6.08,6.02,5.57,6.43,8.0,4.50,8.9,4.76,6.33
"02/11/2005","Sacramento",113,"Dallas",115,3.5,1.19,2.71,3.59,1.76,4.0,0.48,4.9,1.53,-5.10
"02/11/2005","Toronto",91,"Philadelphia",106,0.0,3.18,2.51,1.63,3.39,3.0,1.44,3.6,1.77,7.27
"02/11/2005","Utah",100,"Minnesota",82,2.5,1.17,-1.39,-1.42,-1.35,2.5,-1.26,1.4,-0.58,10.24
"02/11/2005","Washington",94,"LA Clippers",91,4.0,3.81,5.49,7.03,4.10,0.0,3.45,5.8,3.45,-0.96
"02/12/2005","Detroit",107,"Washington",86,9.0,4.07,4.05,2.38,5.56,8.5,2.74,8.3,2.57,2.84
"02/12/2005","Milwaukee",113,"Atlanta",83,11.0,8.82,9.57,9.40,9.79,10.0,5.69,9.5,6.57,11.95
"02/12/2005","Philadelphia",112,"Orlando",99,3.0,2.39,2.64,2.37,2.90,2.5,1.98,6.2,2.39,-1.52
"02/13/2005","Boston",100,"Sacramento",104,-2.5,1.29,-0.79,-0.76,-0.81,-1.0,0.68,3.0,0.25,5.36
"02/13/2005","Cleveland",103,"LA Lakers",89,6.0,5.96,5.11,4.50,5.75,8.5,4.39,7.1,4.01,10.00
"02/13/2005","Golden State",102,"Phoenix",106,-10.5,-9.05,-10.49,-10.96,-10.11,-10.0,-7.90,-4.9,-7.13,-13.29
"02/13/2005","Houston",81,"Portland",80,7.0,6.18,6.67,7.01,6.32,7.0,5.81,10.7,4.85,2.42
"02/13/2005","Indiana",76,"Memphis",73,-1.0,-0.99,-1.12,-0.10,-2.19,-2.5,-2.66,1.0,-1.00,-1.00
"02/13/2005","Miami",96,"San Antonio",92,0.0,-0.83,-0.84,0.39,-2.50,-1.0,-1.63,1.1,-1.58,-0.74
"02/13/2005","Minnesota",83,"Chicago",87,4.0,4.68,4.25,3.88,4.63,4.5,0.77,3.5,2.60,12.70
"02/13/2005","New Jersey",94,"Denver",79,2.0,0.54,0.97,1.43,0.45,8.5,0.47,2.9,0.46,-2.45
"02/13/2005","New York",102,"Charlotte",99,9.0,6.70,8.48,8.51,8.50,8.5,4.08,8.0,5.42,5.71
"02/13/2005","Orlando",97,"New orleans",94,9.0,8.55,9.66,11.79,7.89,10.0,5.73,8.2,6.41,11.29
"02/13/2005","Seattle",92,"Dallas",95,3.0,3.44,4.43,5.43,3.42,3.0,1.67,4.6,2.71,2.81
"02/13/2005","Toronto",109,"LA Clippers",106,-2.0,1.13,1.55,1.68,1.41,1.0,0.00,2.6,0.64,0.45
"02/14/2005","Charlotte",77,"Portland",80,-5.5,-1.88,-3.26,-3.49,-3.12,0.0,-1.85,0.9,-1.74,-1.96
"02/14/2005","Detroit",107,"Milwaukee",83,10.5,6.67,7.58,7.47,7.69,11.0,6.60,10.2,5.46,2.57
"02/14/2005","New orleans",98,"Washington",96,-5.0,-3.44,-5.19,-7.93,-2.97,-5.5,-4.36,1.0,-3.54,-2.84
"02/14/2005","Philadelphia",106,"New York",105,8.0,5.37,5.18,6.15,4.19,7.0,4.51,8.6,4.09,4.68
"02/14/2005","Phoenix",136,"Utah",128,10.5,11.93,14.84,14.87,14.83,12.5,10.02,14.1,10.02,7.74
"02/15/2005","Atlanta",96,"Denver",100,-5.0,-3.30,-4.72,-4.68,-4.82,-6.0,-3.88,-3.0,-3.42,-0.01
"02/15/2005","Chicago",107,"Sacramento",102,-1.0,-1.11,-1.22,-1.04,-1.41,-1.5,-0.02,2.9,-0.24,-6.85
"02/15/2005","Golden State",107,"Dallas",114,-7.0,-6.72,-7.65,-7.93,-7.50,-8.0,-6.03,-3.4,-4.94,-10.54
"02/15/2005","Houston",123,"Washington",93,8.5,3.90,3.95,2.94,4.87,7.0,3.23,8.7,2.74,0.91
"02/15/2005","LA Lakers",102,"Utah",95,10.0,3.96,6.89,6.99,6.78,7.0,3.50,7.2,3.91,-4.64
"02/15/2005","Minnesota",82,"New Jersey",71,3.0,5.91,5.48,4.74,6.25,3.0,2.31,4.1,3.99,14.08
"02/15/2005","Orlando",99,"LA Clippers",94,3.5,2.39,3.33,4.69,1.93,3.5,0.89,4.3,1.43,1.10
"02/16/2005","Boston",90,"Memphis",88,2.5,1.07,0.45,1.06,-0.21,2.0,-0.37,2.3,0.32,3.31
"02/16/2005","Charlotte",94,"Denver",88,-4.0,-2.32,-4.22,-5.36,-3.24,-7.0,-2.58,-2.1,-2.43,1.82
"02/16/2005","Cleveland",111,"Atlanta",89,14.5,13.18,13.92,13.22,14.67,13.5,10.45,13.1,10.00,17.65
"02/16/2005","Indiana",95,"Portland",87,5.5,3.49,3.38,4.02,2.72,5.0,2.55,5.9,2.67,3.06
"02/16/2005","Miami",113,"LA Clippers",95,10.5,7.92,9.79,10.89,8.79,10.5,6.97,10.8,6.40,3.66
"02/16/2005","New Jersey",96,"Sacramento",85,0.0,-2.75,-2.92,-2.47,-3.43,1.5,-1.86,1.4,-1.92,-8.23
"02/16/2005","New York",108,"Milwaukee",90,4.0,1.75,2.42,1.96,2.87,5.0,1.10,3.9,1.90,-1.22
"02/16/2005","New orleans",78,"San Antonio",101,-9.0,-11.17,-13.01,-12.99,-13.87,-11.0,-10.72,-8.2,-9.87,-11.40
"02/16/2005","Philadelphia",75,"Detroit",93,-3.5,-0.07,-0.29,0.68,-1.29,-2.5,-2.07,1.3,0.04,0.89
"02/16/2005","Seattle",110,"Golden State",117,13.0,12.89,14.66,15.62,13.84,12.0,9.35,12.3,9.69,16.54
"02/16/2005","Toronto",115,"Chicago",121,2.5,3.05,1.44,0.72,2.15,1.5,-0.59,1.1,0.74,14.15
"02/17/2005","Minnesota",94,"Cleveland",88,3.0,0.23,1.08,1.51,0.61,2.0,-1.11,2.5,0.69,-2.82
"02/17/2005","Phoenix",113,"Dallas",119,6.0,5.31,5.98,6.38,5.55,6.0,3.47,6.2,4.30,5.94
"02/22/2005","Charlotte",102,"Milwaukee",112,-2.0,-1.33,-2.19,-3.01,-1.49,-2.5,-0.41,1.5,-0.81,-3.73
"02/22/2005","Chicago",105,"Miami",101,-4.0,-3.24,-2.64,-2.70,-2.68,-4.0,-2.43,0.9,-1.58,-10.97
"02/22/2005","Detroit",97,"New York",88,11.0,8.66,8.91,9.25,8.59,10.0,8.28,12.5,6.36,6.98
"02/22/2005","Houston",85,"Seattle",87,3.0,0.45,0.25,0.29,0.20,".",1.65,7.4,0.68,-7.50
"02/22/2005","LA Lakers",104,"Boston",95,3.5,1.83,3.44,3.36,3.53,5.0,-0.23,3.2,1.45,-0.31
"02/22/2005","New Jersey",82,"Toronto",100,7.0,1.64,3.16,4.29,2.00,6.5,2.57,7.8,2.34,-9.14
"02/22/2005","Orlando",84,"Indiana",108,2.5,3.80,3.90,4.45,3.35,2.5,1.51,4.4,2.21,6.89
"02/22/2005","Sacramento",114,"Atlanta",104,14.0,13.17,15.37,15.43,15.32,14.5,10.47,14.9,10.70,12.18
"02/23/2005","Cleveland",100,"Chicago",91,8.0,6.67,5.12,3.78,6.51,7.5,2.98,4.7,3.34,18.72
"02/23/2005","Denver",107,"Boston",86,5.5,1.18,2.57,2.91,2.24,4.5,-0.08,5.3,1.46,-4.75
"02/23/2005","Golden State",101,"Atlanta",96,7.5,6.40,6.53,5.89,7.10,7.5,5.17,8.4,5.11,6.74
"02/23/2005","Indiana",93,"Miami",91,4.0,-2.45,-3.20,-3.25,-3.23,-3.5,-3.12,0.0,-2.06,-3.07
"02/23/2005","Milwaukee",100,"New Jersey",81,2.5,5.01,3.56,3.18,3.99,2.0,1.05,4.9,2.58,14.38
"02/23/2005","New orleans",85,"Seattle",103,-6.5,-7.29,-9.28,-10.22,-8.52,-6.5,-6.35,-1.7,-5.71,-11.26
"02/23/2005","Phoenix",118,"LA Clippers",101,9.5,10.03,11.95,12.18,11.72,10.0,7.82,10.2,7.69,10.59
"02/23/2005","Portland",83,"LA Lakers",86,4.5,2.03,1.45,1.12,1.76,4.5,0.71,4.6,1.45,2.53
"02/23/2005","San Antonio",99,"Houston",81,10.0,10.47,10.80,9.79,12.48,9.0,7.18,10.9,8.41,14.04
"02/23/2005","Utah",83,"Dallas",101,-5.0,-3.79,-6.03,-6.13,-5.94,-5.0,-5.15,-3.1,-3.80,1.40
"02/23/2005","Washington",93,"Memphis",83,3.5,0.87,1.77,3.79,-0.23,3.0,-0.83,1.2,0.65,0.64
"02/24/2005","Dallas",122,"Sacramento",113,7.0,6.45,5.62,5.10,6.16,10.0,4.45,7.3,4.22,11.49
"02/24/2005","LA Clippers",92,"Minnesota",86,-2.0,3.23,1.93,1.65,2.20,-1.0,0.99,5.2,1.95,7.39
"02/24/2005","New York",113,"Philadelphia",101,3.0,1.49,1.40,0.35,2.47,0.0,0.05,3.3,1.05,1.71
"02/25/2005","Chicago",97,"Washington",90,5.0,1.41,2.12,1.54,2.61,4.5,1.93,6.9,1.85,-6.35
"02/25/2005","Indiana",106,"Cleveland",82,2.5,0.20,0.70,1.66,-0.28,2.5,-0.48,4.2,0.54,-4.42
"02/25/2005","LA Lakers",90,"Detroit",111,-3.5,-0.01,0.52,0.78,0.27,-4.0,-2.84,-0.8,-0.22,2.72
"02/25/2005","Memphis",94,"Denver",97,4.0,6.71,6.16,5.15,7.23,4.5,5.17,6.9,4.78,11.03
"02/25/2005","Milwaukee",102,"Toronto",106,4.0,3.06,3.35,3.77,2.94,5.0,1.24,6.1,2.25,2.05
"02/25/2005","New Jersey",93,"Charlotte",86,8.5,5.86,8.27,9.84,6.82,9.0,4.85,9.4,5.34,-1.07
"02/25/2005","Portland",102,"Atlanta",101,11.5,9.15,10.25,9.95,10.53,10.0,7.04,9.9,7.30,10.18
"02/25/2005","Seattle",98,"Minnesota",88,8.0,8.15,8.64,9.03,8.27,6.0,5.67,8.6,5.70,11.65
"02/25/2005","Utah",102,"Boston",109,2.5,1.04,-0.31,-0.53,-0.10,3.0,-1.68,1.1,-0.11,7.53
"02/26/2005","Charlotte",90,"Chicago",94,-4.0,-2.35,-4.80,-6.32,-3.50,-4.0,-4.53,-2.6,-3.25,6.09
